GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS429766439	2018-08-05 19:51:43	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Тундра На Южном Берегу (Khairusovo Estuary--Southern Shore Tundra)	L4811682	H	57.0599596	156.6500338	2016-08-05	17:30:00	obsr626090	S31575418	Traveling	P22	EBIRD	120	2.000		2	1	G1924015	0	1	0		Walking across the tundra behind the mudflat, checking the small ponds.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS421910041	2019-03-13 07:43:14	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-04	10:15:00	obsr444753	S30986859	Stationary	P21	EBIRD	120			1	1	G1924017	0	1	0		Falling tide. Warching from across the small creek.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS429766592	2019-03-13 07:43:15	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-01	07:30:00	obsr626090	S31575425	Traveling	P22	EBIRD	210	3.500		2	1	G1924022	0	1	0		Walking from camp near the wrecked boat, along the beach and about half way to Cape Khairusovo.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS421792520	2018-08-05 19:51:43	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Тундра На Южном Берегу (Khairusovo Estuary--Southern Shore Tundra)	L4811682	H	57.0599596	156.6500338	2016-08-05	17:30:00	obsr444753	S30977816	Traveling	P22	EBIRD	120	2.000		2	1	G1924015	0	1	0		Walking across the tundra behind the mudflat, checking the small ponds.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS422063233	2018-08-05 19:51:43	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Khairusovo Estuary, Western Edge of Tundra	L4841363	P	57.0667469	156.6299427	2016-08-06	08:50:00	obsr444753	S30997920	Traveling	P22	EBIRD	95	1.000		2	1	G1924013	1	1	0		Walking along the base of the hillside between the beach and the lake.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS421909945	2017-07-24 09:27:15	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-06	07:00:00	obsr444753	S30986855	Traveling	P22	EBIRD	105	2.000		2	1	G1924014	0	1	0		Walking from the camp near the wrecked boat in the direction of the cape. There was a definite arrival of passerines along the dune, including contant passage of Yellow Wagtails. Calm at first and some high cloud.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS429766499	2019-03-13 07:43:15	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-04	10:15:00	obsr626090	S31575420	Stationary	P21	EBIRD	120			1	1	G1924017	0	1	0		Falling tide. Warching from across the small creek.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS421142503	2019-03-13 07:43:14	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-01	07:30:00	obsr444753	S30928671	Traveling	P22	EBIRD	210	3.500		2	1	G1924022	0	1	0		Walking from camp near the wrecked boat, along the beach and about half way to Cape Khairusovo.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS421316377	2017-10-19 12:38:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-02	10:15:00	obsr444753	S30942073	Traveling	P22	EBIRD	180	4.000		2	1	G1924020	0	1	0		<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS421898987	2019-03-13 07:43:15	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-06	12:10:00	obsr444753	S30986115	Stationary	P21	EBIRD	50			2	1	G1924012	0	1	0		Watching from across the small creek. Other mudflats covered so some waders roosting on here.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS429766414	2017-07-24 09:27:15	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Эстуарий Реки Хайрюзова--Южный Берег (Khayryuzova Estuary--Southern Shore)	L4783135	H	57.0720868	156.6510457	2016-08-06	07:00:00	obsr626090	S31575417	Traveling	P22	EBIRD	105	2.000		2	1	G1924014	0	1	0		Walking from the camp near the wrecked boat in the direction of the cape. There was a definite arrival of passerines along the dune, including contant passage of Yellow Wagtails. Calm at first and some high cloud.<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS430920469	2017-07-17 07:00:52	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1				Unknown Sex, Adult (1)	Russia	RU	Kamcatskij kraj	RU-KAM							Лагуна У Устья Реки Воровская (Vorovskaya River Lagoon)	L4922632	H	54.1925245	155.8285546	2016-08-29	14:00:00	obsr444753	S31664464	Incidental	P20	EBIRD				2	0	G1933551	0	1	0			Adult near river mouth	
URN:CornellLabOfOrnithology:EBIRD:OBS438629266	2017-07-18 07:58:28	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				3					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2016-09-19		obsr305809	S32235921	Historical	P62	EBIRD				1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS431667124	2019-03-13 07:43:17	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Лагуна У Устья Реки Воровская (Vorovskaya River Lagoon)	L4922632	H	54.1925245	155.8285546	2016-09-06	06:30:00	obsr626090	S31721970	Traveling	P22	EBIRD	210	5.000		2	1	G1936275	0	1	0		Low tide wader count of the entire lagoon, and walking all the way to the river mouth. Calm and cloudy conditions.	Adult near river mouth.	
URN:CornellLabOfOrnithology:EBIRD:OBS870698982	2020-02-26 15:22:59	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Zhupanova River Mouth (53.5933, 159.9359)	L10635126	P	53.5933000	159.9359000	2016-09-19		obsr305809	S65101887	Historical	P62	EBIRD					0		1	1	0		Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Zhupanova River Mouth (53.5933, 159.9359).		
URN:CornellLabOfOrnithology:EBIRD:OBS438630434	2016-10-26 08:31:32	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Russkaya Bay & Kekurnyy Point	L3965228	P	52.4210312	158.4514976	2016-09-23		obsr305809	S32236017	Historical	P62	EBIRD				1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS431477007	2019-03-13 07:43:17	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Лагуна У Устья Реки Воровская (Vorovskaya River Lagoon)	L4922632	H	54.1925245	155.8285546	2016-09-06	06:30:00	obsr444753	S31708012	Traveling	P22	EBIRD	210	5.000		2	1	G1936275	0	1	0		Low tide wader count of the entire lagoon, and walking all the way to the river mouth. Calm and cloudy conditions.	Adult near river mouth.	
URN:CornellLabOfOrnithology:EBIRD:OBS870698987	2020-02-26 15:22:59	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Kekurnyy Point	L10593856	P	52.4172000	158.5612000	2016-09-23		obsr305809	S65101889	Historical	P62	EBIRD					0		1	1	0		Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Kekurnyy Point (52.4172, 158.5612).		
URN:CornellLabOfOrnithology:EBIRD:OBS520954943	2018-08-05 19:51:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				12					Russia	RU	Kamcatskij kraj	RU-KAM							Zhupanova River	L6121029	P	53.6954157	159.8101673	2017-06-28	08:00:00	obsr268478	S38308762	Traveling	P22	EBIRD	180	9.270		9	1	G2553853	0	1	0		Zodiac cruise up the Zhupanova River with Heritage Expeditions.		
URN:CornellLabOfOrnithology:EBIRD:OBS827945063	2019-11-14 18:34:35	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2017-06-28	08:30:00	obsr1482127	S61453508	Traveling	P22	EBIRD	240	5.000		9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS604370967	2018-08-05 19:51:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				12					Russia	RU	Kamcatskij kraj	RU-KAM							Zhupanova River	L6121029	P	53.6954157	159.8101673	2017-06-28	08:00:00	obsr29149	S44871030	Traveling	P22	EBIRD	180	9.270		9	1	G2553853	0	1	0		Zodiac cruise up the Zhupanova River with Heritage Expeditions.		
URN:CornellLabOfOrnithology:EBIRD:OBS521150684	2018-08-05 19:51:43	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							53.6640x159.8925 - Zhupanova River, near Salmon Fishing settlement.	L6124014	P	53.6639710	159.8925110	2017-06-03	17:21:00	obsr578742	S38324101	Traveling	P22	EBIRD	76	0.500		20	1		0	1	0		Heritage Expedition cruise. Walked in marshland near Salmon fisheries settlement at mouth of Zhupanova River, Kamchatka. Tundra Vole seen.		
URN:CornellLabOfOrnithology:EBIRD:OBS882007760	2020-03-22 08:08:40	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2	UN	C4	UN	Unknown Sex, Adult (1); Unknown Sex, Immature (1)	Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	2017-06-17	10:00:00	obsr1399300	S66079053	Historical	P62	EBIRD	480	20.000		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521149878	2018-08-05 19:51:43	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				11					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2017-06-03	14:30:00	obsr578742	S38324038	Traveling	P22	EBIRD	170	10.000		11	1		0	1	0		Heritage Expedition cruise. In zodiacs, travelled upstream Zhupanova River, Kamchatka. Brown Bear x 2 seen beside the shore in different locations along the river.  Largha Seals (Spotted) seen in the river.  Beautiful sunny, calm day.	Adult male flew onto huge nest with sticks. Young chick present. Female remained on nest, with fantastic views of male high on nearby tree!	
URN:CornellLabOfOrnithology:EBIRD:OBS849740740	2020-01-11 06:57:11	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Река Жупанова (Zhupanova River)	L9493020	H	53.6022847	159.9037743	2017-06-27		obsr107603	S63260908	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS510499187	2018-09-05 16:09:11	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				8					Russia	RU	Kamcatskij kraj	RU-KAM							(53,6886,159,9281) Zhupanasky River 3 June 2017	L5965359	P	53.6885960	159.9281160	2017-06-03	12:26:00	obsr573430	S37547378	Traveling	P22	EBIRD	300	50.000		50	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS520987508	2018-08-05 19:51:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				12					Russia	RU	Kamcatskij kraj	RU-KAM							Zhupanova River	L6121029	P	53.6954157	159.8101673	2017-06-28	08:00:00	obsr111047	S38311266	Traveling	P22	EBIRD	180	9.270		9	1	G2553853	0	1	0		Zodiac cruise up the Zhupanova River with Heritage Expeditions.		
URN:CornellLabOfOrnithology:EBIRD:OBS521157864	2017-07-25 22:22:00	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				3					Russia	RU	Kamcatskij kraj	RU-KAM							Beringovo More (52.4378,158.5062), Bukhta Russkaya Fiord, Kamchatka.	L6124097	P	52.4377810	158.5062320	2017-06-04	10:05:00	obsr578742	S38324644	Traveling	P22	EBIRD	139	3.000		11	1		0	1	0		Heritage Expedition cruise. By zodiac travelling to mouth of Buhkta Russkaya Fiord, out to sea along coastline south to see Stellar Sea Lions, Sea Otters. No orcas present. Very low cloud & calm.	One on nest on rocky cliff & another above on lighthouse	
URN:CornellLabOfOrnithology:EBIRD:OBS520869324	2021-08-24 11:31:49.033173	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				14					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2017-06-28	07:59:00	obsr50677	S38301626	Traveling	P22	EBIRD	226	20.200		12	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS604302180	2018-08-05 19:51:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				12					Russia	RU	Kamcatskij kraj	RU-KAM							Zhupanova River	L6121029	P	53.6954157	159.8101673	2017-06-28	08:00:00	obsr277980	S44866740	Traveling	P22	EBIRD	180	9.270		9	1	G2553853	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS849759552	2022-07-09 17:27:47.5785	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Остров Верхотурова (Verkhoturova Island)	L7853002	H	59.6124771	164.6788697	2017-07-02		obsr107603	S63262487	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521665929	2021-08-24 14:26:09.583438	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Tintikun Lagoon	L6131045	P	60.2813803	166.9172001	2017-07-03	07:51:00	obsr111047	S38363770	Traveling	P22	EBIRD	189	7.590		40	1	G2558499	1	1	0		Zodiac cruise through the lagoon, including a .5 km overland walk, with Heritage Expeditions.		
URN:CornellLabOfOrnithology:EBIRD:OBS827962576	2019-11-14 18:58:51	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Tintikun Lagoon	L10154083	P	60.2783600	166.9246480	2017-07-03	08:00:00	obsr1482127	S61454763	Traveling	P22	EBIRD	270	5.000		40	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS604303372	2021-08-24 14:26:09.583438	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Tintikun Lagoon	L6131045	P	60.2813803	166.9172001	2017-07-03	07:51:00	obsr277980	S44866809	Traveling	P22	EBIRD	189	7.590		40	1	G2558499	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521649475	2021-08-24 14:26:09.583438	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Tintikun Lagoon	L6131045	P	60.2813803	166.9172001	2017-07-03	07:51:00	obsr268478	S38362474	Traveling	P22	EBIRD	189	7.590		40	1	G2558499	1	1	0		Zodiac cruise through the lagoon, including a .5 km overland walk, with Heritage Expeditions.		
URN:CornellLabOfOrnithology:EBIRD:OBS604066619	2021-08-24 14:26:09.583438	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Tintikun Lagoon	L6131045	P	60.2813803	166.9172001	2017-07-03	07:51:00	obsr29149	S44851311	Traveling	P22	EBIRD	189	7.590		40	1	G2558499	1	1	0		Zodiac cruise through the lagoon, including a .5 km overland walk, with Heritage Expeditions.		
URN:CornellLabOfOrnithology:EBIRD:OBS521795635	2021-08-24 14:26:09.583438	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Tintikun Lagoon	L6131045	P	60.2813803	166.9172001	2017-07-03	07:51:00	obsr50677	S38374072	Traveling	P22	EBIRD	189	7.590		40	1	G2558499	1	1	0		Zodiac cruise through the lagoon, including a .5 km overland walk, with Heritage Expeditions.		
URN:CornellLabOfOrnithology:EBIRD:OBS527299956	2017-08-24 04:29:14	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Русская (Russkaya Bay)	L6208730	H	52.4193823	158.4506607	2017-08-24	06:26:00	obsr57317	S38788754	Traveling	P22	EBIRD	265	40.459		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS764268720	2019-06-10 13:00:16	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				3	NY	C4	NY	Unknown Sex, Juvenile (1); Unknown Sex, Adult (2)	Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay) Westufer	L9320919	P	52.9171740	158.6278128	2018-06-21	14:00:00	obsr1139427	S56618820	Incidental	P20	EBIRD				12	0		1	1	0		Anlandung Bootstour		
URN:CornellLabOfOrnithology:EBIRD:OBS650626400	2018-08-23 10:58:43	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Устье Реки Жупанова (Zhupanova River Mouth Area)	L3443545	H	53.6776696	159.8553658	2018-06-27	09:00:00	obsr536157	S48021951	Traveling	P22	EBIRD	180	4.828		50	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1094814192	2021-03-14 13:35:56.338976	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				5					Russia	RU	Kamcatskij kraj	RU-KAM							Река Жупанова (Zhupanova River)	L9493020	H	53.6022847	159.9037743	2018-06-27		obsr680176	S83394493	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS704398604	2019-02-13 18:00:44	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4	NY	C4	NY	Male, Adult (1); Female, Adult (1); Unknown Sex, Juvenile (2)	Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	2018-06-20	17:08:00	obsr1237187	S52175756	Historical	P62	EBIRD	180			5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1094850039	2021-03-14 14:31:45.765969	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Russia	RU	Kamcatskij kraj	RU-KAM							Tintikun Lagoon	L14032406	P	60.2809050	166.9186789	2018-07-02		obsr680176	S83397418	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1094837151	2021-03-14 14:00:02.346387	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Лаврова (Laurova Bay)	L7853064	H	60.3960936	167.0631700	2018-07-02		obsr680176	S83396552	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS648143751	2020-07-23 01:47:34	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4	NY	C4	NY		Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	2018-07-23	10:36:00	obsr1128684	S47826951	Traveling	P22	EBIRD	300	10.000		2	1		0	1	0			2x juv	
URN:CornellLabOfOrnithology:EBIRD:OBS772706502	2019-06-10 13:24:19	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				3	NY	C4	NY	Female, Adult (1); Unknown Sex, Juvenile (1); Male, Adult (1)	Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay) Westufer	L9320919	P	52.9171740	158.6278128	2018-07-08	18:00:00	obsr1139427	S57202710	Stationary	P21	EBIRD	60			12	0		0	1	0		Bootstour, Stop		
URN:CornellLabOfOrnithology:EBIRD:OBS772304913	2019-07-19 14:12:15	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Мыс Левашова (Cape Levashova)	L8524282	H	52.7848249	156.1777907	2018-07-02	10:00:00	obsr1139427	S57173316	Traveling	P22	EBIRD	300	15.000		10	1		1	1	0		längs des Strandes nach Süden bis zur Siedlung Oktjabrskoje		
URN:CornellLabOfOrnithology:EBIRD:OBS650654970	2019-03-12 08:11:28	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				X					Russia	RU	Kamcatskij kraj	RU-KAM							Бухта Лаврова (Laurova Bay)	L7853064	H	60.3960936	167.0631700	2018-07-02	10:00:00	obsr536157	S48024025	Traveling	P22	EBIRD	120	1.609		50	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS794949832	2019-08-15 05:20:42	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				4					Russia	RU	Kamcatskij kraj	RU-KAM							Авачинский Залив (Avacha Bay)	L4994811	H	52.8635338	158.6823606	2018-07-23		obsr1281844	S59002184	Historical	P62	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS801113645	2019-09-03 02:36:12	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Norwegian Jewel Birding May 2019. (52.8900,158.6547)	L9324292	P	52.8900280	158.6547470	2019-05-10	12:42:00	obsr338025	S59477960	eBird Pelagic Protocol	P60	EBIRD	138	22.040		12	1	G4210880	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS759126258	2019-06-10 02:35:12	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Norwegian Jewel Birding May 2019 Avancha Bay Petropavlovsk-Kamchatskiy, Kamchatka Krai, RU (52.977, 158.684)	L9268344	P	52.9772722	158.6842334	2019-05-10	11:39:00	obsr19399	S56287198	eBird Pelagic Protocol	P60	EBIRD	60	13.830		10	1	G4207891	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS764299435	2019-06-02 00:08:53	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Norwegian Jewel Birding May 2019 Avancha Bay Petropavlovsk-Kamchatskiy, Kamchatka Krai, RU (52.977, 158.684)	L9268344	P	52.9772722	158.6842334	2019-05-10	11:39:00	obsr115184	S56620867	eBird Pelagic Protocol	P60	EBIRD	60	13.830		10	1	G4207891	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS770923036	2019-07-09 09:17:51	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Norwegian Jewel Birding May 2019. (52.8900,158.6547)	L9324292	P	52.8900280	158.6547470	2019-05-10	12:42:00	obsr1141464	S57070950	eBird Pelagic Protocol	P60	EBIRD	138	22.040		12	1	G4210880	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS764574111	2019-07-09 09:17:51	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Norwegian Jewel Birding May 2019. (52.8900,158.6547)	L9324292	P	52.8900280	158.6547470	2019-05-10	12:42:00	obsr19399	S56638772	eBird Pelagic Protocol	P60	EBIRD	138	22.040		12	1	G4210880	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS765573540	2019-07-09 09:17:51	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Norwegian Jewel Birding May 2019. (52.8900,158.6547)	L9324292	P	52.8900280	158.6547470	2019-05-10	12:42:00	obsr204648	S56703786	eBird Pelagic Protocol	P60	EBIRD	138	22.040		12	1	G4210880	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS764574097	2019-07-09 09:17:52	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				2					Russia	RU	Kamcatskij kraj	RU-KAM							Norwegian Jewel Birding May 2019. (52.8900,158.6547)	L9324292	P	52.8900280	158.6547470	2019-05-10	12:42:00	obsr441936	S56638771	eBird Pelagic Protocol	P60	EBIRD	138	22.040		12	1	G4210880	0	1	0				
