Acacia tortilis biomass (y=53.506x-103.47 (r2 = 0.75),,,,,,,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,D1,D2,CD,CanArea =  ?r² ,CanArea     = ?D1D2/4 ,Diff,(D1D2/4),CanVol,CanVol ,Biomass
L2,L246,ACACTO,2.3,M,M,4.15,0.4,1,0.6,2.35,2.35,2.35,4.34,4.34,0,1.380625,1.7,1.73,19.6
L2,L246,ACACTO,1.5,,b,1.77,0.4,1,0.6,2.35,2.35,2.35,4.34,4.34,0,1.380625,1.7,1.73,-23.2
L2,L246,ACACTO,2,,b,3.14,0.4,1,0.6,2.35,2.35,2.35,4.34,4.34,0,1.380625,1.7,1.73,3.5
L2,L246,ACACTO,2.1,,b,3.46,0.4,1,0.6,2.35,2.35,2.35,4.34,4.34,0,1.380625,1.7,1.73,8.9
L2,L247,ACACTO,3.6,M,M,10.17,0.4,1,0.6,1.8,2.45,2.13,3.54,3.46,0.08,1.1025,1.4,1.38,89.2
L2,L247,ACACTO,2.3,,b,4.15,0.4,1,0.6,1.8,2.45,2.13,3.54,3.46,0.08,1.1025,1.4,1.38,19.6
L2,L247,ACACTO,2.2,,b,3.80,0.4,1,0.6,1.8,2.45,2.13,3.54,3.46,0.08,1.1025,1.4,1.38,14.2
L2,L247,ACACTO,3.8,M,M,11.34,0.3,1.87,1.57,3.12,2.67,2.9,6.58,6.54,0.04,2.0826,6.8,6.84,99.9
L2,L247,ACACTO,3.4,,b,9.07,0.3,1.87,1.57,3.12,2.67,2.9,6.58,6.54,0.04,2.0826,6.8,6.84,78.5
L2,L254,ACACTO,3,M,M,7.07,0.3,1.22,0.92,2.65,1.6,2.13,3.54,3.33,0.22,1.06,2.0,2.04,57.0
L2,L254,ACACTO,2.3,,b,4.15,0.3,1.22,0.92,2.65,1.6,2.13,3.54,3.33,0.22,1.06,2.0,2.04,19.6
L2,L254,ACACTO,1.7,,b,2.27,0.3,1.22,0.92,2.65,1.6,2.13,3.54,3.33,0.22,1.06,2.0,2.04,-12.5
L2,L266,ACACTO,9.7,M,M,73.86,0.58,3.05,2.47,2.55,2.6,2.58,5.21,5.2,0,1.6575,8.6,8.57,415.5
L2,L266,ACACTO,7.6,,b,45.34,0.58,3.05,2.47,2.55,2.6,2.58,5.21,5.2,0,1.6575,8.6,8.57,303.2
L2,L266,ACACTO,6.5,M,M,33.17,0.7,2.18,1.48,3.95,4.8,4.38,15.03,14.88,0.14,4.74,14.7,14.69,244.3
L2,L266,ACACTO,4.3,,b,14.51,0.7,2.18,1.48,3.95,4.8,4.38,15.03,14.88,0.14,4.74,14.7,14.69,126.6
L2,L266,ACACTO,4.7,,b,17.34,0.7,2.18,1.48,3.95,4.8,4.38,15.03,14.88,0.14,4.74,14.7,14.69,148.0
L2,L266,ACACTO,2.8,,b,6.15,0.7,2.18,1.48,3.95,4.8,4.38,15.03,14.88,0.14,4.74,14.7,14.69,46.3
L2,L266,ACACTO,6.5,,b,33.17,0.7,2.18,1.48,3.95,4.8,4.38,15.03,14.88,0.14,4.74,14.7,14.69,244.3
L3,L312,ACACTO,6.4,M,M,32.15,0.8,2.21,1.41,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,10.4,10.44,239.0
L3,L312,ACACTO,2.1,,b,3.46,0.8,2.21,1.41,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,10.4,10.44,8.9
L3,L312,ACACTO,1.4,,b,1.54,0.8,2.21,1.41,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,10.4,10.44,-28.6
L3,L312,ACACTO,3.2,,b,8.04,0.8,2.21,1.41,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,10.4,10.44,67.7
L3,L312,ACACTO,11.4,M,M,102.02,0.7,1.98,1.28,4.6,5.75,5.18,21.02,20.76,0.26,6.6125,17.7,17.72,506.5
L3,L312,ACACTO,9,,b,63.59,0.7,1.98,1.28,4.6,5.75,5.18,21.02,20.76,0.26,6.6125,17.7,17.72,378.1
L3,L312,ACACTO,6.1,,b,29.21,0.7,1.98,1.28,4.6,5.75,5.18,21.02,20.76,0.26,6.6125,17.7,17.72,222.9
L3,L312,ACACTO,4.7,,b,17.34,0.7,1.98,1.28,4.6,5.75,5.18,21.02,20.76,0.26,6.6125,17.7,17.72,148.0
L3,L312,ACACTO,8.1,M,M,51.50,1.22,1.94,0.72,2.5,3.5,3,7.07,6.87,0.2,2.1875,3.3,3.3,329.9
L3,L312,ACACTO,3.2,,b,8.04,1.22,1.94,0.72,2.5,3.5,3,7.07,6.87,0.2,2.1875,3.3,3.3,67.7
L3,L313,ACACTO,7.3,M,M,41.83,1.2,1.71,0.51,2.85,3.9,3.38,8.94,8.73,0.22,2.77875,3.0,2.97,287.1
L3,L313,ACACTO,6.2,,b,30.18,1.2,1.71,0.51,2.85,3.9,3.38,8.94,8.73,0.22,2.77875,3.0,2.97,228.3
L3,L313,ACACTO,3.2,M,M,8.04,0.55,1.2,0.65,4.3,2.95,3.63,10.32,9.96,0.36,3.17125,4.3,4.32,67.7
L3,L313,ACACTO,3.1,,b,7.54,0.55,1.2,0.65,4.3,2.95,3.63,10.32,9.96,0.36,3.17125,4.3,4.32,62.4
L3,L313,ACACTO,2,,b,3.14,0.55,1.2,0.65,4.3,2.95,3.63,10.32,9.96,0.36,3.17125,4.3,4.32,3.5
L3,L313,ACACTO,2.6,,b,5.31,0.55,1.2,0.65,4.3,2.95,3.63,10.32,9.96,0.36,3.17125,4.3,4.32,35.6
L3,L313,ACACTO,2.1,,b,3.46,0.55,1.2,0.65,4.3,2.95,3.63,10.32,9.96,0.36,3.17125,4.3,4.32,8.9
L3,L314,ACACTO,2.7,M,M,5.72,0.3,0.54,0.24,1.5,2.1,1.8,2.54,2.47,0.07,0.7875,0.4,0.4,41.0
L3,L314,ACACTO,1.3,,b,1.33,0.3,0.54,0.24,1.5,2.1,1.8,2.54,2.47,0.07,0.7875,0.4,0.4,-33.9
L3,L314,ACACTO,2.1,,b,3.46,0.3,0.54,0.24,1.5,2.1,1.8,2.54,2.47,0.07,0.7875,0.4,0.4,8.9
L3,L314,ACACTO,2.3,,b,4.15,0.3,0.54,0.24,1.5,2.1,1.8,2.54,2.47,0.07,0.7875,0.4,0.4,19.6
L3,L314,ACACTO,2.6,,b,5.31,0.3,0.54,0.24,1.5,2.1,1.8,2.54,2.47,0.07,0.7875,0.4,0.4,35.6
L3,L314,ACACTO,2.4,,b,4.52,0.3,0.54,0.24,1.5,2.1,1.8,2.54,2.47,0.07,0.7875,0.4,0.4,24.9
L3,L314,ACACTO,7.5,M,M,44.16,0.5,1,0.5,1.25,1.65,1.45,1.65,1.62,0.03,0.515625,0.5,0.54,297.8
L3,L314,ACACTO,1.3,,b,1.33,0.5,1,0.5,1.25,1.65,1.45,1.65,1.62,0.03,0.515625,0.5,0.54,-33.9
L3,L314,ACACTO,2.6,,b,5.31,0.5,1,0.5,1.25,1.65,1.45,1.65,1.62,0.03,0.515625,0.5,0.54,35.6
L3,L314,ACACTO,2.3,,b,4.15,0.5,1,0.5,1.25,1.65,1.45,1.65,1.62,0.03,0.515625,0.5,0.54,19.6
L3,L314,ACACTO,2,,b,3.14,0.5,1,0.5,1.25,1.65,1.45,1.65,1.62,0.03,0.515625,0.5,0.54,3.5
L3,L316,ACACTO,11.1,M,M,96.72,1,2.47,1.47,3.3,3.6,3.45,9.34,9.33,0.02,2.97,9.1,9.14,490.4
L3,L316,ACACTO,3.5,,b,9.62,1,2.47,1.47,3.3,3.6,3.45,9.34,9.33,0.02,2.97,9.1,9.14,83.8
L3,L316,ACACTO,7.4,,b,42.99,1,2.47,1.47,3.3,3.6,3.45,9.34,9.33,0.02,2.97,9.1,9.14,292.5
L3,L322,ACACTO,10.5,M,M,86.55,0.9,3.46,2.56,3.71,3.3,3.51,9.64,9.61,0.03,3.06075,16.4,16.4,458.3
L3,L322,ACACTO,8.5,,b,56.72,0.9,3.46,2.56,3.71,3.3,3.51,9.64,9.61,0.03,3.06075,16.4,16.4,351.3
L3,L322,ACACTO,6.1,,b,29.21,0.9,3.46,2.56,3.71,3.3,3.51,9.64,9.61,0.03,3.06075,16.4,16.4,222.9
L3,L326,ACACTO,3.2,M,M,8.04,0.6,1.81,1.21,2.9,3.2,3.05,7.3,7.28,0.02,2.32,5.9,5.88,67.7
L3,L326,ACACTO,2,,b,3.14,0.6,1.81,1.21,2.9,3.2,3.05,7.3,7.28,0.02,2.32,5.9,5.88,3.5
L3,L326,ACACTO,1.7,,b,2.27,0.6,1.81,1.21,2.9,3.2,3.05,7.3,7.28,0.02,2.32,5.9,5.88,-12.5
L3,L326,ACACTO,2.5,,b,4.91,0.6,1.81,1.21,2.9,3.2,3.05,7.3,7.28,0.02,2.32,5.9,5.88,30.3
L3,L327,ACACTO,3.5,M,M,9.62,0.4,1.75,1.35,2.35,2.5,2.43,4.62,4.61,0,1.46875,4.2,4.15,83.8
L3,L327,ACACTO,2.7,,b,5.72,0.4,1.75,1.35,2.35,2.5,2.43,4.62,4.61,0,1.46875,4.2,4.15,41.0
L3,L327,ACACTO,1.5,,b,1.77,0.4,1.75,1.35,2.35,2.5,2.43,4.62,4.61,0,1.46875,4.2,4.15,-23.2
L3,L327,ACACTO,2.9,,b,6.60,0.4,1.75,1.35,2.35,2.5,2.43,4.62,4.61,0,1.46875,4.2,4.15,51.7
L3,L327,ACACTO,2.6,,b,5.31,0.4,1.75,1.35,2.35,2.5,2.43,4.62,4.61,0,1.46875,4.2,4.15,35.6
L3,L327,ACACTO,10.5,M,M,86.55,0.5,1.86,1.36,2.2,4.45,3.33,8.68,7.69,0.99,2.4475,7.0,6.97,458.3
L3,L327,ACACTO,9.7,,b,73.86,0.5,1.86,1.36,2.2,4.45,3.33,8.68,7.69,0.99,2.4475,7.0,6.97,415.5
L3,L327,ACACTO,15.3,M,M,183.76,0.8,3.85,3.05,7.75,6.5,7.13,39.85,39.54,0.31,12.59375,80.4,80.41,715.2
L3,L327,ACACTO,10.1,,b,80.08,0.8,3.85,3.05,7.75,6.5,7.13,39.85,39.54,0.31,12.59375,80.4,80.41,436.9
L3,L327,ACACTO,3.5,,b,9.62,0.8,3.85,3.05,7.75,6.5,7.13,39.85,39.54,0.31,12.59375,80.4,80.41,83.8
L3,L328,ACACTO,10.3,M,M,83.28,0.3,0.8,0.5,2.8,3.65,3.23,8.16,8.02,0.14,2.555,2.7,2.67,447.6
L3,L328,ACACTO,6.9,,b,37.37,0.3,0.8,0.5,2.8,3.65,3.23,8.16,8.02,0.14,2.555,2.7,2.67,265.7
L3,L328,ACACTO,5.4,,b,22.89,0.3,0.8,0.5,2.8,3.65,3.23,8.16,8.02,0.14,2.555,2.7,2.67,185.5
L3,L328,ACACTO,5.3,,b,22.05,0.3,0.8,0.5,2.8,3.65,3.23,8.16,8.02,0.14,2.555,2.7,2.67,180.1
L3,L328,ACACTO,2.9,M,M,6.60,0.2,0.85,0.65,1.4,1.6,1.5,1.77,1.76,0.01,0.56,0.8,0.76,51.7
L3,L328,ACACTO,2.9,,b,6.60,0.2,0.85,0.65,1.4,1.6,1.5,1.77,1.76,0.01,0.56,0.8,0.76,51.7
L3,L328,ACACTO,2.5,,b,4.91,0.2,0.85,0.65,1.4,1.6,1.5,1.77,1.76,0.01,0.56,0.8,0.76,30.3
L3,L328,ACACTO,2,,b,3.14,0.2,0.85,0.65,1.4,1.6,1.5,1.77,1.76,0.01,0.56,0.8,0.76,3.5
L3,L328,ACACTO,5.5,M,M,23.75,0.55,2.43,1.88,2.1,2.9,2.5,4.91,4.78,0.13,1.5225,6.0,5.99,190.8
L3,L328,ACACTO,2.6,,b,5.31,0.55,2.43,1.88,2.1,2.9,2.5,4.91,4.78,0.13,1.5225,6.0,5.99,35.6
L3,L328,ACACTO,2.4,,b,4.52,0.55,2.43,1.88,2.1,2.9,2.5,4.91,4.78,0.13,1.5225,6.0,5.99,24.9
L3,L328,ACACTO,2.1,,b,3.46,0.55,2.43,1.88,2.1,2.9,2.5,4.91,4.78,0.13,1.5225,6.0,5.99,8.9
L3,L328,ACACTO,2.5,M,M,4.91,0.5,1.22,0.72,1.4,1.25,1.33,1.38,1.37,0,0.4375,0.7,0.66,30.3
L3,L328,ACACTO,2.4,,b,4.52,0.5,1.22,0.72,1.4,1.25,1.33,1.38,1.37,0,0.4375,0.7,0.66,24.9
L3,L328,ACACTO,2,,b,3.14,0.5,1.22,0.72,1.4,1.25,1.33,1.38,1.37,0,0.4375,0.7,0.66,3.5
L3,L328,ACACTO,2.2,,b,3.80,0.5,1.22,0.72,1.4,1.25,1.33,1.38,1.37,0,0.4375,0.7,0.66,14.2
L3,L328,ACACTO,3.8,M,M,11.34,0.35,0.9,0.55,1.7,1.81,1.76,2.42,2.42,0,0.76925,0.9,0.89,99.9
L3,L328,ACACTO,2.7,,b,5.72,0.35,0.9,0.55,1.7,1.81,1.76,2.42,2.42,0,0.76925,0.9,0.89,41.0
L3,L328,ACACTO,2.3,,b,4.15,0.35,0.9,0.55,1.7,1.81,1.76,2.42,2.42,0,0.76925,0.9,0.89,19.6
L3,L328,ACACTO,2.5,,b,4.91,0.35,0.9,0.55,1.7,1.81,1.76,2.42,2.42,0,0.76925,0.9,0.89,30.3
L3,L328,ACACTO,1.8,,b,2.54,0.35,0.9,0.55,1.7,1.81,1.76,2.42,2.42,0,0.76925,0.9,0.89,-7.2
L3,L328,ACACTO,2.4,M,M,4.52,0.36,1,0.64,2.45,3.2,2.83,6.26,6.15,0.11,1.96,2.6,2.63,24.9
L3,L328,ACACTO,2,,b,3.14,0.36,1,0.64,2.45,3.2,2.83,6.26,6.15,0.11,1.96,2.6,2.63,3.5
L3,L328,ACACTO,2.3,,b,4.15,0.36,1,0.64,2.45,3.2,2.83,6.26,6.15,0.11,1.96,2.6,2.63,19.6
L3,L328,ACACTO,1.5,,b,1.77,0.36,1,0.64,2.45,3.2,2.83,6.26,6.15,0.11,1.96,2.6,2.63,-23.2
L3,L328,ACACTO,2.7,M,M,5.72,0.2,0.5,0.3,1.75,1.15,1.45,1.65,1.58,0.07,0.503125,0.3,0.32,41.0
L3,L328,ACACTO,2.7,,b,5.72,0.2,0.5,0.3,1.75,1.15,1.45,1.65,1.58,0.07,0.503125,0.3,0.32,41.0
L3,L328,ACACTO,2.5,,b,4.91,0.2,0.5,0.3,1.75,1.15,1.45,1.65,1.58,0.07,0.503125,0.3,0.32,30.3
L3,L328,ACACTO,2,,b,3.14,0.2,0.5,0.3,1.75,1.15,1.45,1.65,1.58,0.07,0.503125,0.3,0.32,3.5
L3,L328,ACACTO,2.4,,b,4.52,0.2,0.5,0.3,1.75,1.15,1.45,1.65,1.58,0.07,0.503125,0.3,0.32,24.9
L3,L328,ACACTO,2.2,,b,3.80,0.2,0.5,0.3,1.75,1.15,1.45,1.65,1.58,0.07,0.503125,0.3,0.32,14.2
L3,L328,ACACTO,1.8,,b,2.54,0.2,0.5,0.3,1.75,1.15,1.45,1.65,1.58,0.07,0.503125,0.3,0.32,-7.2
L3,L329,ACACTO,16.2,M,M,206.02,0.55,2.92,2.37,4.85,4.2,4.53,16.07,15.99,0.08,5.0925,25.3,25.26,763.3
L3,L329,ACACTO,11.1,M,M,96.72,0.6,2.81,2.21,4.6,4.25,4.43,15.37,15.35,0.02,4.8875,22.6,22.61,490.4
L3,L329,ACACTO,9.3,,b,67.89,0.6,2.81,2.21,4.6,4.25,4.43,15.37,15.35,0.02,4.8875,22.6,22.61,394.1
L3,L329,ACACTO,7,,b,38.47,0.6,2.81,2.21,4.6,4.25,4.43,15.37,15.35,0.02,4.8875,22.6,22.61,271.1
L3,L329,ACACTO,3.7,M,M,10.75,0.58,1.22,0.64,2.2,3.75,2.98,6.95,6.48,0.47,2.0625,2.8,2.76,94.5
L3,L329,ACACTO,3.7,,b,10.75,0.58,1.22,0.64,2.2,3.75,2.98,6.95,6.48,0.47,2.0625,2.8,2.76,94.5
L3,L329,ACACTO,3.4,,b,9.07,0.58,1.22,0.64,2.2,3.75,2.98,6.95,6.48,0.47,2.0625,2.8,2.76,78.5
L3,L329,ACACTO,3,,b,7.07,0.58,1.22,0.64,2.2,3.75,2.98,6.95,6.48,0.47,2.0625,2.8,2.76,57.0
L3,L329,ACACTO,9.1,M,M,65.01,1,2.57,1.57,4.2,4.15,4.18,13.68,13.68,0,4.3575,14.3,14.32,383.4
L3,L329,ACACTO,9,,b,63.59,1,2.57,1.57,4.2,4.15,4.18,13.68,13.68,0,4.3575,14.3,14.32,378.1
L3,L329,ACACTO,2.8,,b,6.15,1,2.57,1.57,4.2,4.15,4.18,13.68,13.68,0,4.3575,14.3,14.32,46.3
L3,L329,ACACTO,3.5,,b,9.62,1,2.57,1.57,4.2,4.15,4.18,13.68,13.68,0,4.3575,14.3,14.32,83.8
L3,L330,ACACTO,13.1,M,M,134.71,0.9,2.83,1.93,4.7,4.1,4.4,15.2,15.13,0.07,4.8175,19.5,19.46,597.5
L3,L330,ACACTO,8.9,M,M,62.18,0.7,3.05,2.35,3.3,3.7,3.5,9.62,9.58,0.03,3.0525,15.0,15.02,372.7
L3,L330,ACACTO,6.6,,b,34.19,0.7,3.05,2.35,3.3,3.7,3.5,9.62,9.58,0.03,3.0525,15.0,15.02,249.7
L3,L337,ACACTO,2.6,M,M,5.31,0.3,1.22,0.92,2.66,1.76,2.21,3.83,3.68,0.16,1.1704,2.3,2.25,35.6
L3,L337,ACACTO,1.5,,b,1.77,0.3,1.22,0.92,2.66,1.76,2.21,3.83,3.68,0.16,1.1704,2.3,2.25,-23.2
L3,L337,ACACTO,2.2,,b,3.80,0.3,1.22,0.92,2.66,1.76,2.21,3.83,3.68,0.16,1.1704,2.3,2.25,14.2
L3,L337,ACACTO,2,,b,3.14,0.3,1.22,0.92,2.66,1.76,2.21,3.83,3.68,0.16,1.1704,2.3,2.25,3.5
L3,L337,ACACTO,1.4,,b,1.54,0.3,1.22,0.92,2.66,1.76,2.21,3.83,3.68,0.16,1.1704,2.3,2.25,-28.6
L3,L357,ACACTO,2.3,M,M,4.15,0.5,1.22,0.72,2.9,2.6,2.75,5.94,5.92,0.02,1.885,2.8,2.84,19.6
L3,L357,ACACTO,1.8,,b,2.54,0.5,1.22,0.72,2.9,2.6,2.75,5.94,5.92,0.02,1.885,2.8,2.84,-7.2
L3,L357,ACACTO,2.9,,b,6.60,0.5,1.22,0.72,2.9,2.6,2.75,5.94,5.92,0.02,1.885,2.8,2.84,51.7
L3,L357,ACACTO,1.9,M,M,2.83,0.6,1.66,1.06,2.8,3.4,3.1,7.54,7.47,0.07,2.38,5.3,5.28,-1.8
L3,L357,ACACTO,1.6,,b,2.01,0.6,1.66,1.06,2.8,3.4,3.1,7.54,7.47,0.07,2.38,5.3,5.28,-17.9
L3,L357,ACACTO,4.6,M,M,16.61,0.7,0.85,0.15,3,3.8,3.4,9.07,8.95,0.13,2.85,0.9,0.89,142.7
L3,L357,ACACTO,1.8,,b,2.54,0.7,0.85,0.15,3,3.8,3.4,9.07,8.95,0.13,2.85,0.9,0.89,-7.2
L3,L358,ACACTO,5.2,M,M,21.23,0.7,2.71,2.01,2.34,2.7,2.52,4.99,4.96,0.03,1.5795,6.6,6.65,174.8
L3,L358,ACACTO,3.4,,b,9.07,0.7,2.71,2.01,2.34,2.7,2.52,4.99,4.96,0.03,1.5795,6.6,6.65,78.5
L3,L358,ACACTO,4.6,,b,16.61,0.7,2.71,2.01,2.34,2.7,2.52,4.99,4.96,0.03,1.5795,6.6,6.65,142.7
L3,L358,ACACTO,3.6,,b,10.17,0.7,2.71,2.01,2.34,2.7,2.52,4.99,4.96,0.03,1.5795,6.6,6.65,89.2
L3,L360,ACACTO,14.6,M,M,167.33,0.6,5.1,4.5,4.8,5.7,5.25,21.64,21.48,0.16,6.84,64.4,64.43,677.7
L3,L360,ACACTO,10.2,,b,81.67,0.6,5.1,4.5,4.8,5.7,5.25,21.64,21.48,0.16,6.84,64.4,64.43,442.3
L3,L360,ACACTO,8.4,,b,55.39,0.6,5.1,4.5,4.8,5.7,5.25,21.64,21.48,0.16,6.84,64.4,64.43,346.0
L3,L361,ACACTO,6.4,M,M,32.15,0.63,2.12,1.49,1.9,2.1,2,3.14,3.13,0.01,0.9975,3.1,3.11,239.0
L3,L361,ACACTO,2.2,,b,3.80,0.63,2.12,1.49,1.9,2.1,2,3.14,3.13,0.01,0.9975,3.1,3.11,14.2
L3,L361,ACACTO,2.9,,b,6.60,0.63,2.12,1.49,1.9,2.1,2,3.14,3.13,0.01,0.9975,3.1,3.11,51.7
L3,L361,ACACTO,1.9,,b,2.83,0.63,2.12,1.49,1.9,2.1,2,3.14,3.13,0.01,0.9975,3.1,3.11,-1.8
L3,L363,ACACTO,2.4,M,M,4.52,0.2,1.06,0.86,1.8,1.55,1.68,2.2,2.19,0.01,0.6975,1.3,1.26,24.9
L3,L363,ACACTO,1.6,,b,2.01,0.2,1.06,0.86,1.8,1.55,1.68,2.2,2.19,0.01,0.6975,1.3,1.26,-17.9
L3,L363,ACACTO,2.2,,b,3.80,0.2,1.06,0.86,1.8,1.55,1.68,2.2,2.19,0.01,0.6975,1.3,1.26,14.2
L3,L363,ACACTO,18.7,M,M,274.51,0.5,2.94,2.44,2.45,2.4,2.43,4.62,4.62,0,1.47,7.5,7.51,897.1
L3,L363,ACACTO,2.6,M,M,5.31,0.3,1,0.7,1.6,1.45,1.53,1.83,1.82,0,0.58,0.8,0.85,35.6
L3,L363,ACACTO,1.6,,b,2.01,0.3,1,0.7,1.6,1.45,1.53,1.83,1.82,0,0.58,0.8,0.85,-17.9
L3,L363,ACACTO,1.8,,b,2.54,0.3,1,0.7,1.6,1.45,1.53,1.83,1.82,0,0.58,0.8,0.85,-7.2
L3,L363,ACACTO,2.5,,b,4.91,0.3,1,0.7,1.6,1.45,1.53,1.83,1.82,0,0.58,0.8,0.85,30.3
L3,L363,ACACTO,2.2,,b,3.80,0.3,1,0.7,1.6,1.45,1.53,1.83,1.82,0,0.58,0.8,0.85,14.2
L3,L363,ACACTO,1.4,,b,1.54,0.3,1,0.7,1.6,1.45,1.53,1.83,1.82,0,0.58,0.8,0.85,-28.6
L3,L363,ACACTO,2.3,,b,4.15,0.3,1,0.7,1.6,1.45,1.53,1.83,1.82,0,0.58,0.8,0.85,19.6
L3,L364,ACACTO,6.7,M,M,35.24,0.7,2.79,2.09,2.95,2.15,2.55,5.1,4.98,0.13,1.585625,6.9,6.94,255.0
L3,L364,ACACTO,3,M,M,7.07,0.8,1.84,1.04,1.8,1.85,1.83,2.61,2.61,0,0.8325,1.8,1.81,57.0
L3,L364,ACACTO,3.7,M,M,10.75,0.6,1.83,1.23,2.7,2.5,2.6,5.31,5.3,0.01,1.6875,4.3,4.34,94.5
L3,L364,ACACTO,2.6,,b,5.31,0.6,1.83,1.23,2.7,2.5,2.6,5.31,5.3,0.01,1.6875,4.3,4.34,35.6
L3,L364,ACACTO,1.3,,b,1.33,0.6,1.83,1.23,2.7,2.5,2.6,5.31,5.3,0.01,1.6875,4.3,4.34,-33.9
L3,L364,ACACTO,12.7,M,M,126.61,0.6,3.01,2.41,3.8,3.1,3.45,9.34,9.25,0.1,2.945,14.9,14.86,576.1
L3,L364,ACACTO,2.3,,b,4.15,0.6,3.01,2.41,3.8,3.1,3.45,9.34,9.25,0.1,2.945,14.9,14.86,19.6
L3,L364,ACACTO,2.2,,b,3.80,0.6,3.01,2.41,3.8,3.1,3.45,9.34,9.25,0.1,2.945,14.9,14.86,14.2
L3,L364,ACACTO,3.4,M,M,9.07,0.4,1.51,1.11,3.25,3.1,3.18,7.91,7.91,0,2.51875,5.9,5.85,78.5
L3,L364,ACACTO,2.7,,b,5.72,0.4,1.51,1.11,3.25,3.1,3.18,7.91,7.91,0,2.51875,5.9,5.85,41.0
L3,L364,ACACTO,2.4,,b,4.52,0.4,1.51,1.11,3.25,3.1,3.18,7.91,7.91,0,2.51875,5.9,5.85,24.9
L3,L365,ACACTO,5.6,M,M,24.62,0.53,2.48,1.95,3.69,4.7,4.2,13.81,13.61,0.2,4.33575,17.7,17.7,196.2
L3,L365,ACACTO,1.9,,b,2.83,0.53,2.48,1.95,3.69,4.7,4.2,13.81,13.61,0.2,4.33575,17.7,17.7,-1.8
L3,L365,ACACTO,4.7,,b,17.34,0.53,2.48,1.95,3.69,4.7,4.2,13.81,13.61,0.2,4.33575,17.7,17.7,148.0
L3,L365,ACACTO,3,,b,7.07,0.53,2.48,1.95,3.69,4.7,4.2,13.81,13.61,0.2,4.33575,17.7,17.7,57.0
L3,L366,ACACTO,8.7,M,M,59.42,1.22,3.85,2.63,3.6,3,3.3,8.55,8.48,0.07,2.7,14.9,14.86,362.0
L3,L366,ACACTO,6.4,,b,32.15,1.22,3.85,2.63,3.6,3,3.3,8.55,8.48,0.07,2.7,14.9,14.86,239.0
L3,L366,ACACTO,4.5,,b,15.90,1.22,3.85,2.63,3.6,3,3.3,8.55,8.48,0.07,2.7,14.9,14.86,137.3
L3,L366,ACACTO,4.5,M,M,15.90,0.3,1.59,1.29,3.5,3.5,3.5,9.62,9.62,0,3.0625,8.3,8.27,137.3
L3,L366,ACACTO,3.4,,b,9.07,0.3,1.59,1.29,3.5,3.5,3.5,9.62,9.62,0,3.0625,8.3,8.27,78.5
L3,L366,ACACTO,2.2,,b,3.80,0.3,1.59,1.29,3.5,3.5,3.5,9.62,9.62,0,3.0625,8.3,8.27,14.2
L3,L366,ACACTO,2.5,,b,4.91,0.3,1.59,1.29,3.5,3.5,3.5,9.62,9.62,0,3.0625,8.3,8.27,30.3
L3,L366,ACACTO,1.3,,b,1.33,0.3,1.59,1.29,3.5,3.5,3.5,9.62,9.62,0,3.0625,8.3,8.27,-33.9
L3,L366,ACACTO,4.4,M,M,15.20,0.7,2.5,1.8,3.45,3.1,3.28,8.42,8.4,0.02,2.67375,10.1,10.07,132.0
L3,L366,ACACTO,2.9,,b,6.60,0.7,2.5,1.8,3.45,3.1,3.28,8.42,8.4,0.02,2.67375,10.1,10.07,51.7
L3,L366,ACACTO,1.5,,b,1.77,0.7,2.5,1.8,3.45,3.1,3.28,8.42,8.4,0.02,2.67375,10.1,10.07,-23.2
L3,L366,ACACTO,2.2,,b,3.80,0.7,2.5,1.8,3.45,3.1,3.28,8.42,8.4,0.02,2.67375,10.1,10.07,14.2
L3,L366,ACACTO,4.3,M,M,14.51,0.6,2,1.4,2.65,2.4,2.53,5,4.99,0.01,1.59,4.7,4.66,126.6
L3,L366,ACACTO,2.5,,b,4.91,0.6,2,1.4,2.65,2.4,2.53,5,4.99,0.01,1.59,4.7,4.66,30.3
L3,L366,ACACTO,2.7,,b,5.72,0.6,2,1.4,2.65,2.4,2.53,5,4.99,0.01,1.59,4.7,4.66,41.0
L3,L366,ACACTO,1.9,,b,2.83,0.6,2,1.4,2.65,2.4,2.53,5,4.99,0.01,1.59,4.7,4.66,-1.8
L3,L366,ACACTO,5.5,M,M,23.75,0.7,2.69,1.99,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,14.7,14.73,190.8
L3,L366,ACACTO,3.5,,b,9.62,0.7,2.69,1.99,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,14.7,14.73,83.8
L3,L366,ACACTO,3.7,,b,10.75,0.7,2.69,1.99,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,14.7,14.73,94.5
L3,L366,ACACTO,2.7,,b,5.72,0.7,2.69,1.99,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,14.7,14.73,41.0
L3,L366,ACACTO,1.9,,b,2.83,0.7,2.69,1.99,3.45,4.1,3.78,11.19,11.1,0.08,3.53625,14.7,14.73,-1.8
