cond;plot;subplot;species;n_ind;caract
non-invaded;1;1;Gay_bras;14;len
non-invaded;1;1;Smi_camp ;2;len
non-invaded;1;1;Bac_drac ;1;len
non-invaded;1;1;Dio_radu;0;nlen
non-invaded;1;1;Ple_lepi;0;nlen
non-invaded;1;1;Cyr_flav;0;nlen
non-invaded;1;1;rynchospora ;0;nlen
non-invaded;1;2;Gay_bras;4;len
non-invaded;1;2;Ouratea;2;len
non-invaded;1;2;Smi_camp ;4;len
non-invaded;1;2;rynchospora ;0;nlen
non-invaded;1;3;Gay_bras;8;len
non-invaded;1;3;Smi_camp ;2;len
non-invaded;1;3;Myr_palu;1;len
non-invaded;1;3;Epi_fulg;0;nlen
non-invaded;1;3;Ple_lepi;0;nlen
non-invaded;1;3;Dio_radu;0;nlen
non-invaded;1;3;Dyc_ench;0;nlen
non-invaded;1;3;Vri_frib;0;nlen
non-invaded;1;4;Myr_palu;2;len
non-invaded;1;4;Gay_bras;2;len
non-invaded;1;4;Ouratea;2;len
non-invaded;1;4;Smi_camp ;1;len
non-invaded;1;4;Ple_lepi;0;nlen
non-invaded;1;4;Vri_frib;0;nlen
non-invaded;1;4;Epi_fulg;0;nlen
non-invaded;1;4;Rum_adia;0;nlen
non-invaded;1;4;rynchospora ;0;nlen
non-invaded;1;4;Dio_radu;0;nlen
non-invaded;2;1;Smi_camp ;1;len
non-invaded;2;1;Dod_visc;1;len
non-invaded;2;1;Tib_urvi;1;len
non-invaded;2;1;Clu_criu;1;len
non-invaded;2;1;Vri_frib;0;nlen
non-invaded;2;1;Epi_fulg;0;nlen
non-invaded;2;1;Dyc_ench;0;nlen
non-invaded;2;1;Coc_lanc;0;nlen
non-invaded;2;1;Cyr_flav;0;nlen
non-invaded;2;1;Rum_adia;0;nlen
non-invaded;2;1;Dio_radu;0;nlen
non-invaded;2;1;Tillandsia sp. ;0;nlen
non-invaded;2;1;C8;0;nlen
non-invaded;2;1;C1;0;nlen
non-invaded;2;2;Gay_bras;2;len
non-invaded;2;2;Smi_camp ;1;len
non-invaded;2;2;Ouratea;1;len
non-invaded;2;2;C3;1;len
non-invaded;2;2;C4;1;len
non-invaded;2;2;Act_poly;0;nlen
non-invaded;2;2;Rum_adia;0;nlen
non-invaded;2;2;Ser_lati;0;nlen
non-invaded;2;2;C5;0;nlen
non-invaded;2;2;C6;0;nlen
non-invaded;2;2;Seb_corn;0;nlen
non-invaded;2;2;Dio_radu;0;nlen
non-invaded;2;2;Epi_fulg;0;nlen
non-invaded;2;2;Cup_hyss;0;nlen
non-invaded;2;3;Gay_bras;8;len
non-invaded;2;3;Tib_urvi;2;len
non-invaded;2;3;Ter_bras;1;len
non-invaded;2;3;Act_poly;0;nlen
non-invaded;2;3;Dyc_ench;0;nlen
non-invaded;2;3;Epi_fulg;0;nlen
non-invaded;2;3;C6;0;nlen
non-invaded;2;3;C8;0;nlen
non-invaded;2;3;Vri_frib;0;nlen
non-invaded;2;3;C1;0;nlen
non-invaded;2;4;Smi_camp ;1;len
non-invaded;2;4;Epi_fulg;0;nlen
non-invaded;2;4;Dyc_ench;0;nlen
non-invaded;2;4;Act_poly;0;nlen
non-invaded;2;4;C10;0;nlen
non-invaded;2;4;C11;0;nlen
non-invaded;2;4;C12;0;nlen
non-invaded;3;1;Ouratea;4;len
non-invaded;3;1;Gay_bras;10;len
non-invaded;3;1;Gua_oppo;2;len
non-invaded;3;1;Vit_mont;1;len
non-invaded;3;1;Smi_camp ;2;len
non-invaded;3;1;Cyr_flav;0;nlen
non-invaded;3;1;Dio_radu;0;nlen
non-invaded;3;1;Ple_lepi;0;nlen
non-invaded;3;1;Rum_adia;0;nlen
non-invaded;3;1;Vri_frib;0;nlen
non-invaded;3;1;Rha_madi ;0;nlen
non-invaded;3;1;C16;0;nlen
non-invaded;3;2;Smi_camp ;2;len
non-invaded;3;2;Eug_cath;3;len
non-invaded;3;2;Gay_bras;2;len
non-invaded;3;2;Bac_drac ;2;len
non-invaded;3;2;Rum_adia;0;nlen
non-invaded;3;2;Vri_frib;0;nlen
non-invaded;3;2;Dio_radu;0;nlen
non-invaded;3;2;Pep_glab;0;nlen
non-invaded;3;2;Act_poly;0;nlen
non-invaded;3;3;Gua_oppo;3;len
non-invaded;3;3;Tib_urvi;1;len
non-invaded;3;3;Psy_cart;1;len
non-invaded;3;3;Smi_camp ;3;len
non-invaded;3;3;Cyr_flav;0;nlen
non-invaded;3;3;Pep_glab;0;nlen
non-invaded;3;3;Ser_lati;0;nlen
non-invaded;3;3;Rum_adia;0;nlen
non-invaded;3;3;Vri_frib;0;nlen
non-invaded;3;4;Bac_drac ;2;len
non-invaded;3;4;Gay_bras;3;len
non-invaded;3;4;Tib_urvi;9;len
non-invaded;3;4;Psy_cart;5;len
non-invaded;3;4;C5;0;nlen
non-invaded;3;4;Act_poly;0;nlen
non-invaded;3;4;Aec_coma;0;nlen
non-invaded;3;4;C16;0;nlen
non-invaded;3;4;C1;0;nlen
non-invaded;3;4;Vri_frib;0;nlen
non-invaded;4;1;Smi_camp ;11;len
non-invaded;4;1;Pep_glab;0;nlen
non-invaded;4;1;Cyr_flav;0;nlen
non-invaded;4;1;Vri_frib;0;nlen
non-invaded;4;1;Rum_adia;0;nlen
non-invaded;4;1;Ple_lepi;0;nlen
non-invaded;4;1;C20;0;nlen
non-invaded;4;2;Gay_bras;1;len
non-invaded;4;2;Ple_lepi;0;nlen
non-invaded;4;2;Dyc_ench;0;nlen
non-invaded;4;2;Pep_glab;0;nlen
non-invaded;4;2;Dio_radu;0;nlen
non-invaded;4;2;Cyr_flav;0;nlen
non-invaded;4;2;Vri_frib;0;nlen
non-invaded;4;2;C20;0;nlen
non-invaded;4;3;Smi_camp ;6;len
non-invaded;4;3;Ouratea;1;len
non-invaded;4;3;Vit_mont;1;len
non-invaded;4;3;Dyc_ench;0;nlen
non-invaded;4;3;Ple_lepi;0;nlen
non-invaded;4;3;Cyr_flav;0;nlen
non-invaded;4;3;C21;0;nlen
non-invaded;4;3;Vri_frib;0;nlen
non-invaded;4;3;Seb_corn;0;nlen
non-invaded;4;4;C23;0;nlen
non-invaded;4;4;C24;0;nlen
non-invaded;5;1;C26;1;len
non-invaded;5;1;C27;1;len
non-invaded;5;1;Smi_camp ;2;len
non-invaded;5;1;C8;0;nlen
non-invaded;5;1;C28;0;nlen
non-invaded;5;1;C29;0;nlen
non-invaded;5;2;Smi_camp ;2;len
non-invaded;5;2;Gay_bras;1;len
non-invaded;5;2;Vri_frib;0;nlen
non-invaded;5;2;Cyr_flav;0;nlen
non-invaded;5;2;Rum_adia;0;nlen
non-invaded;5;2;Ple_lepi;0;nlen
non-invaded;5;2;Dio_radu;0;nlen
non-invaded;5;2;Seb_corn;0;nlen
non-invaded;5;2;C30;0;nlen
non-invaded;5;2;C31;0;nlen
non-invaded;5;3;Clu_criu;1;len
non-invaded;5;3;Vri_frib;0;nlen
non-invaded;5;3;Ple_lepi;0;nlen
non-invaded;5;3;Dio_radu;0;nlen
non-invaded;5;3;C33;0;nlen
non-invaded;5;3;Cyr_flav;0;nlen
non-invaded;5;3;Pep_glab;0;nlen
non-invaded;5;3;Ser_lati;0;nlen
non-invaded;5;4;Smi_camp ;9;len
non-invaded;5;4;Vit_mont;2;len
non-invaded;5;4;Clu_criu;1;len
non-invaded;5;4;Seb_corn;0;nlen
non-invaded;5;4;C33;0;nlen
non-invaded;5;4;C34;0;nlen
non-invaded;6;1;Smi_camp ;8;len
non-invaded;6;1;Ouratea;6;len
non-invaded;6;1;C8;0;nlen
non-invaded;6;1;C37;0;nlen
non-invaded;6;1;C38;0;nlen
non-invaded;6;1;C39;0;nlen
non-invaded;6;1;C40;0;nlen
non-invaded;6;2;Psy_cart;2;len
non-invaded;6;2;Smi_camp ;3;len
non-invaded;6;2;Ouratea;2;len
non-invaded;6;2;Gay_bras;3;len
non-invaded;6;2;Eug_cath;1;len
non-invaded;6;2;Vri_frib;0;nlen
non-invaded;6;2;Cyr_flav;0;nlen
non-invaded;6;2;Rum_adia;0;nlen
non-invaded;6;2;Ple_lepi;0;nlen
non-invaded;6;2;Dyc_ench;0;nlen
non-invaded;6;2;C42;0;nlen
non-invaded;6;2;Tillandsia sp. ;0;nlen
non-invaded;6;3;Vit_mont;1;len
non-invaded;6;3;Bac_drac ;2;len
non-invaded;6;3;Gay_bras;12;len
non-invaded;6;3;Gua_oppo;1;len
non-invaded;6;3;Dod_visc;1;len
non-invaded;6;3;Smi_camp ;2;len
non-invaded;6;3;Cyr_flav;0;nlen
non-invaded;6;3;Ple_lepi;0;nlen
non-invaded;6;3;Dyc_ench;0;nlen
non-invaded;6;3;Dio_radu;0;nlen
non-invaded;6;3;Rum_adia;0;nlen
non-invaded;6;3;C42;0;nlen
non-invaded;6;3;C43;0;nlen
non-invaded;6;4;Gay_bras;3;len
non-invaded;6;4;Smi_camp ;2;len
non-invaded;6;4;Ouratea;1;len
non-invaded;6;4;Dio_radu;0;nlen
non-invaded;6;4;Vri_frib;0;nlen
non-invaded;6;4;Cyr_flav;0;nlen
non-invaded;6;4;Ple_lepi;0;nlen
non-invaded;6;4;Rum_adia;0;nlen
non-invaded;6;4;Dyc_ench;0;nlen
non-invaded;6;4;Sin_doug;0;nlen
non-invaded;7;1;Vit_mont;1;len
non-invaded;7;1;Smi_camp ;17;len
non-invaded;7;1;Tib_urvi;2;len
non-invaded;7;1;Gay_bras;2;len
non-invaded;7;1;Dyc_ench;0;nlen
non-invaded;7;1;Ser_lati;0;nlen
non-invaded;7;1;Vri_frib;0;nlen
non-invaded;7;1;Ple_lepi;0;nlen
non-invaded;7;1;Cyr_flav;0;nlen
non-invaded;7;1;Epi_fulg;0;nlen
non-invaded;7;1;C52;0;nlen
non-invaded;7;2;Tib_urvi;2;len
non-invaded;7;2;Smi_camp ;22;len
non-invaded;7;2;Ouratea;1;len
non-invaded;7;2;Gay_bras;5;len
non-invaded;7;2;Aec_coma;0;nlen
non-invaded;7;2;Ple_lepi;0;nlen
non-invaded;7;2;Dyc_ench;0;nlen
non-invaded;7;2;Dio_radu;0;nlen
non-invaded;7;3;Ouratea;2;len
non-invaded;7;3;Eug_cath;1;len
non-invaded;7;3;Gay_bras;1;len
non-invaded;7;3;Smi_camp ;5;len
non-invaded;7;3;Vri_frib;0;nlen
non-invaded;7;3;Rum_adia;0;nlen
non-invaded;7;3;Ple_lepi;0;nlen
non-invaded;7;3;Ser_lati;0;nlen
non-invaded;7;3;Mic_vacc;0;nlen
non-invaded;7;4;Gay_bras;3;len
non-invaded;7;4;Smi_camp ;1;len
non-invaded;7;4;Bac_drac ;1;len
non-invaded;7;4;Ple_lepi;0;nlen
non-invaded;7;4;Rum_adia;0;nlen
non-invaded;7;4;Cyr_flav;0;nlen
non-invaded;7;4;Vri_frib;0;nlen
non-invaded;7;4;Dio_radu;0;nlen
non-invaded;7;4;Dyc_ench;0;nlen
non-invaded;8;1;Ouratea;14;len
non-invaded;8;1;Gay_bras;4;len
non-invaded;8;1;Smi_camp ;10;len
non-invaded;8;1;C56;0;nlen
non-invaded;8;1;C57;0;nlen
non-invaded;8;1;C57;0;nlen
non-invaded;8;2;Rum_adia;0;nlen
non-invaded;8;2;Ple_lepi;0;nlen
non-invaded;8;2;Vri_frib;0;nlen
non-invaded;8;3;Ouratea;1;len
non-invaded;8;3;Ple_lepi;0;nlen
non-invaded;8;3;C8;0;nlen
non-invaded;8;3;C57;0;nlen
non-invaded;8;3;Vri_frib;0;nlen
non-invaded;8;3;C50;0;nlen
non-invaded;8;3;C58;0;nlen
non-invaded;8;4;Ouratea;3;len
non-invaded;8;4;Smi_camp ;2;len
non-invaded;8;4;Vit_mont;1;len
non-invaded;8;4;C50;0;nlen
non-invaded;8;4;C59;0;nlen
non-invaded;8;4;Act_poly;0;nlen
non-invaded;8;4;C8;0;nlen
non-invaded;9;1;Ouratea;3;len
non-invaded;9;1;C61;1;len
non-invaded;9;1;Gay_bras;2;len
non-invaded;9;1;Smi_camp ;1;len
non-invaded;9;1;Ile_thee;1;len
non-invaded;9;1;Ple_lepi;0;nlen
non-invaded;9;1;Cyr_flav;0;nlen
non-invaded;9;1;Vri_frib;0;nlen
non-invaded;9;1;Dio_radu;0;nlen
non-invaded;9;1;Dyc_ench;0;nlen
non-invaded;9;2;Smi_camp ;2;len
non-invaded;9;2;Bac_drac ;1;len
non-invaded;9;2;Dio_radu;0;nlen
non-invaded;9;2;C62;0;nlen
non-invaded;9;3;Smi_camp ;1;len
non-invaded;9;3;Clu_criu;1;len
non-invaded;9;3;Vri_frib;0;nlen
non-invaded;9;3;Epi_fulg;0;nlen
non-invaded;9;4;Ouratea;4;len
non-invaded;9;4;Ile_thee;1;len
non-invaded;9;4;Gay_bras;3;len
non-invaded;9;4;Smi_camp ;2;len
non-invaded;9;4;C5;0;nlen
non-invaded;9;4;Pte_arac;0;nlen
non-invaded;9;4;Ple_lepi;0;nlen
non-invaded;9;4;Vri_frib;0;nlen
non-invaded;10;1;Gay_bras;7;len
non-invaded;10;1;Smi_camp ;5;len
non-invaded;10;1;Vit_mont;1;len
non-invaded;10;1;Ouratea;3;len
non-invaded;10;1;Act_poly;0;nlen
non-invaded;10;1;Dio_radu;0;nlen
non-invaded;10;1;Ple_lepi;0;nlen
non-invaded;10;1;C43;0;nlen
non-invaded;10;2;Ouratea;2;len
non-invaded;10;2;Gay_bras;1;len
non-invaded;10;2;Clu_criu;3;len
non-invaded;10;2;Pep_glab;0;nlen
non-invaded;10;2;Ple_lepi;0;nlen
non-invaded;10;2;Vri_frib;0;nlen
non-invaded;10;2;C42;0;nlen
non-invaded;10;2;C43;0;nlen
non-invaded;10;2;C65;0;nlen
non-invaded;10;2;C66;0;nlen
non-invaded;10;3;Ouratea;4;len
non-invaded;10;3;Gay_bras;1;len
non-invaded;10;4;Ouratea;3;len
non-invaded;10;4;Gay_bras;3;len
non-invaded;10;4;Smi_camp ;2;len
non-invaded;10;4;Ple_lepi;0;nlen
non-invaded;10;4;Epi_fulg;0;nlen
non-invaded;10;4;Cyr_flav;0;nlen
non-invaded;10;4;C43;0;nlen
non-invaded;11;1;Ouratea;1;len
non-invaded;11;1;Ile_thee;1;len
non-invaded;11;1;Smi_camp ;2;len
non-invaded;11;1;Gay_bras;2;len
non-invaded;11;1;Gua_oppo;1;len
non-invaded;11;1;Ple_lepi;0;nlen
non-invaded;11;1;Cyr_flav;0;nlen
non-invaded;11;1;C43;0;nlen
non-invaded;11;2;Gay_bras;14;len
non-invaded;11;2;Smi_camp ;5;len
non-invaded;11;2;C43;0;nlen
non-invaded;11;2;Dio_radu;0;nlen
non-invaded;11;2;Cyr_flav;0;nlen
non-invaded;11;2;Ple_lepi;0;nlen
non-invaded;11;3;Gay_bras;6;len
non-invaded;11;3;Smi_camp ;7;len
non-invaded;11;3;Ouratea;3;len
non-invaded;11;3;Act_poly;0;nlen
non-invaded;11;3;C43;0;nlen
non-invaded;11;3;Dio_radu;0;nlen
non-invaded;11;4;Ouratea;3;len
non-invaded;11;4;Tib_urvi;1;len
non-invaded;11;4;Gay_bras;1;len
non-invaded;11;4;Ile_thee;1;len
non-invaded;11;4;Smi_camp ;4;len
non-invaded;11;4;Act_poly;0;nlen
non-invaded;11;4;C43;0;nlen
non-invaded;11;4;Ple_lepi;0;nlen
non-invaded;12;1;Ouratea;1;len
non-invaded;12;1;Smi_camp ;2;len
non-invaded;12;1;Dod_visc;1;len
non-invaded;12;1;Gay_bras;1;len
non-invaded;12;1;Bac_drac ;1;len
non-invaded;12;1;Vit_mont;1;len
non-invaded;12;1;C43;0;nlen
non-invaded;12;1;Dio_radu;0;nlen
non-invaded;12;1;Ple_lepi;0;nlen
non-invaded;12;1;Cyr_flav;0;nlen
non-invaded;12;2;Gay_bras;16;len
non-invaded;12;2;Smi_camp ;10;len
non-invaded;12;2;Vit_mont;1;len
non-invaded;12;2;C43;0;nlen
non-invaded;12;2;Ple_lepi;0;nlen
non-invaded;12;2;Dyc_ench;0;nlen
non-invaded;12;2;Act_poly;0;nlen
non-invaded;12;3;Vit_mont;4;len
non-invaded;12;3;Smi_camp ;4;len
non-invaded;12;3;Gay_bras;6;len
non-invaded;12;3;Ouratea;1;len
non-invaded;12;3;Dio_radu;0;nlen
non-invaded;12;3;Dyc_ench;0;nlen
non-invaded;12;3;C43;0;nlen
non-invaded;12;3;C67;0;nlen
non-invaded;12;4;Ouratea;1;len
non-invaded;12;4;Smi_camp ;3;len
non-invaded;12;4;Gay_bras;16;len
non-invaded;12;4;C42;0;nlen
non-invaded;12;4;C43;0;nlen
non-invaded;12;4;Dio_radu;0;nlen
non-invaded;13;1;Gay_bras;2;len
non-invaded;13;1;Ouratea;1;len
non-invaded;13;1;C43;0;nlen
non-invaded;13;1;Rum_adia;0;nlen
non-invaded;13;1;Ple_lepi;0;nlen
non-invaded;13;1;Cyr_flav;0;nlen
non-invaded;13;2;Ouratea;2;len
non-invaded;13;2;Smi_camp ;6;len
non-invaded;13;2;Gay_bras;3;len
non-invaded;13;2;Cyr_flav;0;nlen
non-invaded;13;2;C43;0;nlen
non-invaded;13;2;Dio_radu;0;nlen
non-invaded;13;3;Gay_bras;8;len
non-invaded;13;3;Tib_urvi;7;len
non-invaded;13;3;Smi_camp ;2;len
non-invaded;13;3;Act_poly;0;nlen
non-invaded;13;3;C43;0;nlen
non-invaded;13;3;Dio_radu;0;nlen
non-invaded;13;3;C67;0;nlen
non-invaded;13;4;Ouratea;6;len
non-invaded;13;4;Gay_bras;7;len
non-invaded;13;4;Vit_mont;2;len
non-invaded;13;4;Smi_camp ;13;len
non-invaded;13;4;Ple_lepi;0;nlen
non-invaded;13;4;Act_poly;0;nlen
non-invaded;13;4;Dyc_ench;0;nlen
non-invaded;13;4;C43;0;nlen
non-invaded;13;4;Dio_radu;0;nlen
non-invaded;13;4;C68;0;nlen
non-invaded;13;4;Vri_frib;0;nlen
non-invaded;14;1;Ouratea;5;len
non-invaded;14;1;Gua_oppo;1;len
non-invaded;14;1;Eug_cath;1;len
non-invaded;14;1;Gay_bras;9;len
non-invaded;14;1;Tib_urvi;2;len
non-invaded;14;1;Smi_camp ;5;len
non-invaded;14;1;Ter_bras;1;len
non-invaded;14;1;Bac_drac ;1;len
non-invaded;14;1;C70;0;nlen
non-invaded;14;1;Dio_radu;0;nlen
non-invaded;14;1;Ple_lepi;0;nlen
non-invaded;14;1;Dyc_ench;0;nlen
non-invaded;14;1;C43;0;nlen
non-invaded;14;2;Ouratea;1;len
non-invaded;14;2;Smi_camp ;13;len
non-invaded;14;2;Gay_bras;5;len
non-invaded;14;2;Seb_corn;0;nlen
non-invaded;14;2;Dio_radu;0;nlen
non-invaded;14;2;C43;0;nlen
non-invaded;14;2;Ple_lepi;0;nlen
non-invaded;14;3;Ouratea;1;len
non-invaded;14;3;Tib_urvi;1;len
non-invaded;14;3;Smi_camp ;22;len
non-invaded;14;3;Vit_mont;1;len
non-invaded;14;3;Gay_bras;1;len
non-invaded;14;3;C43;0;nlen
non-invaded;14;3;Dio_radu;0;nlen
non-invaded;14;3;Act_poly;0;nlen
non-invaded;14;4;Ouratea;8;len
non-invaded;14;4;Smi_camp ;9;len
non-invaded;14;4;Vit_mont;1;len
non-invaded;14;4;Gay_bras;3;len
non-invaded;14;4;Dio_radu;0;nlen
non-invaded;14;4;Vri_frib;0;nlen
non-invaded;14;4;Ple_lepi;0;nlen
non-invaded;14;4;C43;0;nlen
non-invaded;15;1;Smi_camp ;27;len
non-invaded;15;1;Bac_drac ;1;len
non-invaded;15;1;Gay_bras;7;len
non-invaded;15;1;C43;0;nlen
non-invaded;15;1;C42;0;nlen
non-invaded;15;1;Dio_radu;0;nlen
non-invaded;15;2;Smi_camp ;21;len
non-invaded;15;2;Gay_bras;2;len
non-invaded;15;2;Dio_radu;0;nlen
non-invaded;15;2;C43;0;nlen
non-invaded;15;2;C72;0;nlen
non-invaded;15;3;Smi_camp ;19;len
non-invaded;15;3;Gay_bras;2;len
non-invaded;15;3;Vit_mont;1;len
non-invaded;15;3;Dio_radu;0;nlen
non-invaded;15;3;Seb_corn;0;nlen
non-invaded;15;3;C43;0;nlen
non-invaded;15;4;Gay_bras;11;len
non-invaded;15;4;Smi_camp ;27;len
non-invaded;15;4;C43;0;nlen
non-invaded;15;4;Ple_lepi;0;nlen
non-invaded;16;1;Smi_camp ;19;len
non-invaded;16;1;Oco_pulc;2;len
non-invaded;16;1;Vri_frib;0;nlen
non-invaded;16;1;C73;0;nlen
non-invaded;16;1;C74;0;nlen
non-invaded;16;2;Tib_urvi;1;len
non-invaded;16;2;Smi_camp ;16;len
non-invaded;16;2;Vit_mont;2;len
non-invaded;16;2;C73;0;nlen
non-invaded;16;2;Act_poly;0;nlen
non-invaded;16;2;Seb_corn;0;nlen
non-invaded;16;2;C42;0;nlen
non-invaded;16;2;C43;0;nlen
non-invaded;16;3;Smi_camp ;5;len
non-invaded;16;3;Vit_mont;1;len
non-invaded;16;3;C73;0;nlen
non-invaded;16;3;C8;0;nlen
non-invaded;16;4;Smi_camp ;4;len
non-invaded;16;4;Vit_mont;2;len
non-invaded;16;4;C8;0;nlen
non-invaded;16;4;C73;0;nlen
non-invaded;17;1;Ouratea;9;len
non-invaded;17;1;Smi_camp ;19;len
non-invaded;17;1;Vit_mont;2;len
non-invaded;17;1;Vri_frib;0;nlen
non-invaded;17;1;Act_poly;0;nlen
non-invaded;17;1;Seb_corn;0;nlen
non-invaded;17;1;C43;0;nlen
non-invaded;17;1;Dyc_ench;0;nlen
non-invaded;17;1;Ple_lepi;0;nlen
non-invaded;17;2;Gay_bras;5;len
non-invaded;17;2;Tib_urvi;1;len
non-invaded;17;2;Smi_camp ;13;len
non-invaded;17;2;Act_poly;0;nlen
non-invaded;17;2;C43;0;nlen
non-invaded;17;2;C75;0;nlen
non-invaded;17;2;Vri_frib;0;nlen
non-invaded;17;2;Epi_fulg;0;nlen
non-invaded;17;2;C68;0;nlen
non-invaded;17;3;Ouratea;2;len
non-invaded;17;3;Gay_bras;2;len
non-invaded;17;3;Smi_camp ;5;len
non-invaded;17;3;C73;0;nlen
non-invaded;17;4;Ouratea;1;len
non-invaded;17;4;Smi_camp ;7;len
non-invaded;17;4;C43;0;nlen
non-invaded;17;4;C76;0;nlen
non-invaded;18;1;Gay_bras;7;len
non-invaded;18;1;Tib_urvi;6;len
non-invaded;18;1;Smi_camp ;1;len
non-invaded;18;1;Gua_oppo;1;len
non-invaded;18;1;C5;0;nlen
non-invaded;18;1;Dyc_ench;0;nlen
non-invaded;18;1;Act_poly;0;nlen
non-invaded;18;1;Vri_frib;0;nlen
non-invaded;18;1;Dio_radu;0;nlen
non-invaded;18;1;Cyr_flav;0;nlen
non-invaded;18;1;C43;0;nlen
non-invaded;18;2;Ouratea;4;len
non-invaded;18;2;Smi_camp ;5;len
non-invaded;18;2;Gay_bras;2;len
non-invaded;18;2;Tib_urvi;1;len
non-invaded;18;2;Bac_drac ;1;len
non-invaded;18;2;C5;0;nlen
non-invaded;18;2;Vri_frib;0;nlen
non-invaded;18;2;Dio_radu;0;nlen
non-invaded;18;2;C43;0;nlen
non-invaded;18;2;Ple_lepi;0;nlen
non-invaded;18;2;Dyc_ench;0;nlen
non-invaded;18;3;Ouratea;1;len
non-invaded;18;3;Smi_camp ;4;len
non-invaded;18;3;Ple_lepi;0;nlen
non-invaded;18;3;Dio_radu;0;nlen
non-invaded;18;3;Cyr_flav;0;nlen
non-invaded;18;3;Seb_corn;0;nlen
non-invaded;18;3;Vri_frib;0;nlen
non-invaded;18;4;Smi_camp ;14;len
non-invaded;18;4;Gay_bras;2;len
non-invaded;18;4;Tib_urvi;3;len
non-invaded;18;4;Vit_mont;1;len
non-invaded;18;4;Ouratea;1;len
non-invaded;18;4;Dio_radu;0;nlen
non-invaded;18;4;Act_poly;0;nlen
non-invaded;18;4;C42;0;nlen
non-invaded;18;4;C43;0;nlen
non-invaded;18;4;Vri_frib;0;nlen
non-invaded;18;4;C68;0;nlen
non-invaded;19;1;Smi_camp ;16;len
non-invaded;19;1;Gay_bras;1;len
non-invaded;19;1;Tib_urvi;4;len
non-invaded;19;1;Vri_frib;0;nlen
non-invaded;19;1;Dio_radu;0;nlen
non-invaded;19;1;C43;0;nlen
non-invaded;19;1;C79;0;nlen
non-invaded;19;2;Smi_camp ;12;len
non-invaded;19;2;Gay_bras;1;len
non-invaded;19;2;Tib_urvi;2;len
non-invaded;19;2;Ouratea;1;len
non-invaded;19;2;C78;0;nlen
non-invaded;19;2;Dyc_ench;0;nlen
non-invaded;19;2;C68;0;nlen
non-invaded;19;2;C79;0;nlen
non-invaded;19;3;Smi_camp ;7;len
non-invaded;19;3;Ple_lepi;0;nlen
non-invaded;19;3;Cyr_flav;0;nlen
non-invaded;19;3;C43;0;nlen
non-invaded;19;3;Vri_frib;0;nlen
non-invaded;19;3;Dio_radu;0;nlen
non-invaded;19;3;C42;0;nlen
non-invaded;19;4;Smi_camp ;10;len
non-invaded;19;4;Gay_bras;2;len
non-invaded;19;4;C43;0;nlen
non-invaded;19;4;Dio_radu;0;nlen
non-invaded;20;1;Ouratea;6;len
non-invaded;20;1;Smi_camp ;3;len
non-invaded;20;1;Gay_bras;4;len
non-invaded;20;1;Vit_mont;1;len
non-invaded;20;1;Dod_visc;1;len
non-invaded;20;1;Bac_drac ;1;len
non-invaded;20;1;C43;0;nlen
non-invaded;20;1;Ple_lepi;0;nlen
non-invaded;20;1;Dio_radu;0;nlen
non-invaded;20;2;Smi_camp ;9;len
non-invaded;20;2;Gay_bras;5;len
non-invaded;20;2;Ouratea;1;len
non-invaded;20;2;Dio_radu;0;nlen
non-invaded;20;2;C43;0;nlen
non-invaded;20;2;Ple_lepi;0;nlen
non-invaded;20;2;C68;0;nlen
non-invaded;20;2;Cyr_flav;0;nlen
non-invaded;20;3;Smi_camp ;7;len
non-invaded;20;3;Ouratea;4;len
non-invaded;20;3;Gay_bras;4;len
non-invaded;20;3;Dod_visc;1;len
non-invaded;20;3;Ple_lepi;0;nlen
non-invaded;20;3;C43;0;nlen
non-invaded;20;3;Dio_radu;0;nlen
non-invaded;20;3;C68;0;nlen
non-invaded;20;3;C42;0;nlen
non-invaded;20;4;Dod_visc;14;len
non-invaded;20;4;Bac_drac ;6;len
non-invaded;20;4;Smi_camp ;1;len
non-invaded;20;4;Ouratea;1;len
non-invaded;20;4;Eug_cath;1;len
non-invaded;20;4;Gay_bras;2;len
non-invaded;20;4;Dio_radu;0;nlen
non-invaded;20;4;Ple_lepi;0;nlen
non-invaded;20;4;Cyr_flav;0;nlen
non-invaded;20;4;C43;0;nlen
non-invaded;20;4;C68;0;nlen
non-invaded;20;4;Seb_corn;0;nlen
non-invaded;21;1;Bac_drac ;1;len
non-invaded;21;1;Ter_bras;2;len
non-invaded;21;1;Ouratea;2;len
non-invaded;21;1;C43;0;nlen
non-invaded;21;1;Ple_lepi;0;nlen
non-invaded;21;1;Dio_radu;0;nlen
non-invaded;21;2;Vit_mont;1;len
non-invaded;21;2;Smi_camp ;3;len
non-invaded;21;2;C43;0;nlen
non-invaded;21;2;Ple_lepi;0;nlen
non-invaded;21;2;Dio_radu;0;nlen
non-invaded;21;2;Cyr_flav;0;nlen
non-invaded;21;2;Vri_frib;0;nlen
non-invaded;21;2;Cle_libo;0;nlen
non-invaded;21;3;Bac_drac ;1;len
non-invaded;21;3;Ouratea;2;len
non-invaded;21;3;Gay_bras;5;len
non-invaded;21;3;Smi_camp ;4;len
non-invaded;21;3;Vri_frib;0;nlen
non-invaded;21;3;Ple_lepi;0;nlen
non-invaded;21;3;Dio_radu;0;nlen
non-invaded;21;3;Dyc_ench;0;nlen
non-invaded;21;3;C43;0;nlen
non-invaded;21;4;Gay_bras;1;len
