Respondent_ID,EK_nonforest_total,EK_forest_total,Current_contact,Childhood_contact,Gender,agegroup,Origin,Subsistence,INS,LCNR_score,LCNR_max_possible_score,Forest_cover_percent,distance_to_closest_town_grouped,Coragyps_atratus_image,Columbina_passerina_image,Troglodytes_musculus_image,Crotophaga_ani_image,Pitangus_sulphuratus_image,Passer_domesticus_image,Volatinia_jacarina_image,Sporophila_angolensis_image,Sturnella_militaris_image,Vanellus_chilensis_image,Opisthocomus_hoazin_image,Eurypyga_helias_image,Caracara.plancus_image,Cyphorinus_arada_image,Odontophorus_gujanensis_image,Cyanoloxia_rothschildii_image,Pseudastur_albicolis_image,Lipaugus_vociferans_image,Pionus.menstruus,Cyanoloxia_rothschildii_image_sound_match,Cyphorinus_arada_image_sound_match,Sporophila_angolensis_image_sound_match,Troglodytes_musculus_image_sound_match,Pitangus_sulphuratus_image_sound_match,Volatinia_jacarina_image_sound_match,Vanellus_chilensis_image_sound_match,Lipaugus_vociferans_image_sound_match,Cyanoloxia_rothschildii_sound,Cyphorinus_arada_sound,Sporophila_angolensis_sound,Troglodytes_musculus_sound,Pitangus_sulphuratus_sound,Volatinia_jacarina_sound,Vanellus_chilensis_sound,Lipaugus_vociferans_sound
128,5,2,4,2,Female,66-70,Other,5,4,23,28,70.82337934,near,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,incorrect
129,8,1,4,3,Female,36-40,Amazonia,0,7,18,28,73.50043105,near,incorrect,correct family,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct family by sound,correct species by sound,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
130,6,1,5,1,Female,46-50,Other,7,4,18,28,81.07641704,near,correct genus,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
131,17,1,5,3,Male,56-60,Other,10,5,28,28,81.07641704,near,correct genus,correct genus,incorrect,correct species,correct species,correct species,incorrect,correct species,incorrect,correct species,correct species,incorrect,correct species,incorrect,correct family,correct species,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
133,9,0,4,4,Male,71-75,Other,5,4,23,28,87.96289298,near,correct genus,correct family,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,incorrect
135,12,3,2,1,Male,61-65,Other,0,7,28,28,25.71553947,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct species,incorrect,correct family,incorrect,correct species,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
136,4,1,5,4,Female,41-45,Amazonia,7,5,27,28,25.71553947,near,correct genus,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
137,11,2,1,2,Male,51-55,Other,0,4,22,28,68.74341377,mid-range,correct genus,incorrect,correct species,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
138,16,2,7,4,Male,46-50,Amazonia,6,4,23,28,26.00398293,mid-range,correct genus,correct family,correct species,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,correct species by sound
139,6,0,1,2,Female,46-50,Amazonia,5,7,24,28,26.00398293,mid-range,correct genus,correct genus,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
140,19,1,2,2,Male,46-50,Other,9,3,18,28,30.12961579,mid-range,correct genus,correct family,correct species,correct species,correct species,correct species,correct species,correct species,correct genus,correct species,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound
141,12,1,8,4,Female,21-25,Amazonia,5,7,28,28,30.12961579,mid-range,correct genus,correct genus,correct species,correct species,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
143,21,3,6,3,Male,41-45,Amazonia,11,5,24,28,28.87020642,near,correct genus,correct genus,correct species,correct species,correct species,incorrect,correct species,correct species,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct family,incorrect,correct family,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
144,8,1,2,4,Female,36-40,Amazonia,11,4,18,28,28.87020642,near,correct genus,correct genus,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct family by sound,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
145,5,0,4,3,Male,51-55,Other,0,6,28,28,77.62244317,near,correct genus,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
146,8,1,6,4,Female,56-60,Other,5,6,28,28,26.13462735,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
147,8,0,5,1,Male,66-70,Other,0,7,28,28,29.58388994,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
148,10,1,1,2,Female,51-55,Other,4,4,16,28,32.52093193,near,correct genus,correct family,incorrect,correct species,correct species,correct species,incorrect,correct species,correct genus,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
149,8,2,3,2,Male,51-55,Other,0,2,28,28,32.52093193,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct genus,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
151,1,1,3,3,Female,36-40,Amazonia,7,5,28,28,27.09162936,near,correct genus,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
153,20,1,4,4,Male,46-50,Other,0,5,28,28,27.09162936,near,correct genus,correct family,correct species,correct species,correct species,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,correct species,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
155,18,1,5,4,Male,31-35,Amazonia,0,4,17,28,33.63319003,mid-range,correct genus,correct family,correct species,correct species,correct species,correct species,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
157,10,1,4,4,Female,21-25,Amazonia,0,4,28,28,33.63319003,mid-range,correct genus,incorrect,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct species,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
158,6,0,8,4,Female,56-60,Amazonia,8,7,28,28,60.47605463,mid-range,incorrect,correct family,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
159,7,0,8,4,Male,51-55,Other,0,3,24,28,63.6955712,mid-range,correct genus,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
160,10,4,4,4,Female,41-45,Other,0,5,25,28,63.6955712,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,correct genus,correct species,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect
161,6,1,4,4,Female,36-40,Amazonia,5,5,21,28,60.20134992,mid-range,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
162,7,1,8,3,Male,66-70,Amazonia,0,7,28,28,51.14090271,near,correct genus,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct family,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
163,6,0,1,4,Female,36-40,Amazonia,0,7,28,28,51.14090271,near,correct genus,incorrect,incorrect,correct genus,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
164,7,2,4,4,Female,21-25,Amazonia,11,4,10,28,64.59082207,near,correct genus,correct genus,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,correct species by sound
166,17,2,5,3,Male,31-35,Amazonia,11,5,28,28,64.59082207,near,correct genus,correct family,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
167,18,0,8,4,Male,61-65,Other,6,4,18,28,76.70839771,near,correct genus,correct family,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
168,10,0,4,4,Female,41-45,Amazonia,0,3,25,28,76.70839771,near,correct genus,correct family,correct species,correct species,incorrect,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
169,7,0,6,2,Male,46-50,Other,0,5,19,28,35.00525701,near,correct genus,correct family,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect,incorrect,incorrect
170,8,2,6,4,Female,46-50,Amazonia,5,4,24,28,35.00525701,near,correct genus,correct genus,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound
171,13,0,7,2,Male,56-60,Other,12,6,25,28,51.70253052,near,correct genus,correct genus,correct species,correct species,correct species,correct species,correct species,incorrect,incorrect,correct species,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
173,17,1,7,4,Male,41-45,Amazonia,12,5,28,28,40.30202444,near,correct genus,correct genus,correct species,correct species,correct species,correct species,correct species,incorrect,correct family,incorrect,correct species,incorrect,correct family,incorrect,correct family,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
174,11,1,8,1,Male,61-65,Other,5,7,28,28,36.08790857,near,correct genus,correct genus,incorrect,correct species,incorrect,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,correct species by sound,incorrect
175,8,0,6,1,Male,61-65,Other,0,7,28,28,23.22474106,near,correct genus,correct genus,incorrect,correct species,correct species,correct species,incorrect,incorrect,correct genus,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
176,4,0,5,2,Female,46-50,Other,4,5,26,28,55.86716095,near,correct genus,correct family,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
177,11,0,4,1,Male,46-50,Other,0,5,20,28,55.86716095,near,correct genus,correct genus,incorrect,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
178,19,0,8,4,Female,51-55,Other,10,5,28,28,61.01434064,far,correct genus,correct genus,correct species,incorrect,correct species,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
179,16,5,8,3,Male,51-55,Other,0,4,24,28,61.01434064,far,correct genus,correct family,correct species,correct species,correct species,correct species,incorrect,correct species,incorrect,correct species,correct species,incorrect,correct family,incorrect,correct genus,incorrect,correct genus,incorrect,correct family,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,correct species by sound,correct species by sound
180,19,7,8,2,Male,61-65,Other,0,7,27,28,61.01434064,far,correct genus,correct family,correct species,correct species,correct species,correct species,correct species,correct species,correct genus,correct species,correct species,correct species,correct family,incorrect,correct species,correct species,correct family,correct species,correct family,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,correct species by sound,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,correct species by sound,correct species by sound
181,7,0,6,4,Female,26-30,Amazonia,21,4,20,28,57.83770568,mid-range,correct genus,correct genus,incorrect,correct species,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,incorrect,incorrect
183,14,2,8,1,Male,61-65,Other,8,7,27,28,71.31610249,mid-range,correct genus,correct family,correct species,incorrect,correct species,incorrect,incorrect,correct species,correct species,incorrect,correct species,correct species,correct species,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect
184,14,1,7,2,Female,21-25,Amazonia,3,6,27,28,34.9751143,mid-range,correct genus,correct family,incorrect,correct species,correct species,correct species,correct species,incorrect,incorrect,correct species,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct genus,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,incorrect,correct species by sound,incorrect
185,19,10,8,1,Male,51-55,Other,10,3,15,24,65.27229409,near,correct genus,correct family,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,correct species,correct species,correct species,correct family,incorrect,correct genus,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound
186,4,0,4,1,Female,51-55,Amazonia,0,7,24,28,65.27229409,near,correct genus,correct family,incorrect,incorrect,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
192,11,3,5,4,Male,36-40,Other,11,7,24,28,58.74036838,near,incorrect,correct genus,incorrect,correct species,incorrect,correct species,correct species,correct species,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound,incorrect,correct species by sound
193,19,1,3,3,Male,26-30,Amazonia,0,1,9,28,37.20670854,mid-range,correct genus,correct family,correct species,correct species,correct species,incorrect,correct species,correct species,correct genus,correct species,correct species,incorrect,correct species,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
194,3,0,1,2,Female,31-35,Amazonia,0,6,23,28,37.20670854,mid-range,correct genus,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,incorrect,incorrect
195,9,0,3,3,Male,51-55,Other,0,4,23,28,36.29945666,mid-range,correct genus,correct family,incorrect,correct species,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
196,20,5,6,4,Male,21-25,Amazonia,7,3,12,28,40.04223605,mid-range,correct genus,correct genus,correct species,correct species,correct species,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,incorrect,correct family,incorrect,correct genus,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound
197,14,2,5,2,Male,31-35,Amazonia,7,4,23,28,33.25172763,mid-range,correct genus,correct family,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct species,incorrect,correct species,incorrect,correct species,incorrect,correct family,incorrect,correct genus,incorrect,incorrect,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,incorrect,incorrect,correct species by sound,incorrect,correct species by sound,correct species by sound,incorrect,incorrect
198,14,1,5,4,Female,26-30,Other,12,1,8,28,33.25172763,mid-range,correct genus,correct family,correct species,correct species,correct species,correct species,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
200,11,0,5,4,Female,51-55,Other,11,5,28,28,37.05753135,mid-range,correct genus,correct family,correct species,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct family,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,correct sound-image matching,incorrect,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,incorrect,incorrect
201,21,3,2,2,Male,51-55,Other,11,6,26,28,37.05753135,mid-range,correct genus,correct genus,correct species,correct species,correct species,correct species,correct species,correct species,incorrect,correct species,correct species,incorrect,correct species,correct species,incorrect,incorrect,correct family,incorrect,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,correct species by sound,incorrect
202,10,1,4,2,Male,66-70,Other,5,5,27,28,56.11391901,far,incorrect,correct family,incorrect,correct species,correct species,incorrect,incorrect,incorrect,incorrect,incorrect,correct species,incorrect,correct family,incorrect,incorrect,incorrect,incorrect,incorrect,correct family,incorrect,incorrect,correct sound-image matching,correct sound-image matching,correct sound-image matching,incorrect,incorrect,correct sound-image matching,incorrect,incorrect,correct species by sound,correct species by sound,correct species by sound,incorrect,correct genus by sound,incorrect
