CaseNr,Nestbox,HatchDate,AprilHDate,NailCode,Ring,BSManip,OlfactoryTestBrood,OlfactoryTestNestling,Mass_d4,Mass_d15,Alive_d15
1,1,23/05/2015,53,t1,BD23761,0_U,0,0,5.14,12.66,1
2,1,23/05/2015,53,t2,BD23767,0_U,0,0,4.18,10.68,1
3,1,23/05/2015,53,t4,BD23762,0_U,0,0,2.82,12.33,1
4,1,23/05/2015,53,t3,BD23763,0_U,0,0,5.19,11.85,1
5,1,23/05/2015,53,t5,BD23769,0_U,0,0,5.51,12.65,1
6,1,23/05/2015,53,t7,BD23760,0_U,0,0,4.85,11.37,1
7,1,23/05/2015,53,t6,BD23766,0_U,0,0,3.04,11.11,1
8,1,23/05/2015,53,t1+4,BD23768,0_U,0,0,5.26,11.68,1
9,1,23/05/2015,53,t8,BD23765,0_U,0,0,4.37,11.58,1
10,1,23/05/2015,53,t0,BD23764,0_U,0,0,1.57,11.12,1
11,3,16/05/2015,46,t3,BD23722,0_U,0,0,4.6,12.48,1
12,3,16/05/2015,46,t2,BD23721,0_U,0,0,4.86,12.03,1
13,3,16/05/2015,46,t1,NA,0_U,0,0,5.08,NA,0
14,3,16/05/2015,46,t6,BD23723,0_U,0,0,3.79,11.74,1
15,3,16/05/2015,46,t4,BD23719,0_U,0,0,4.71,12.38,1
16,3,16/05/2015,46,t5,BD23720,0_U,0,0,4.64,12.18,1
17,5,15/05/2015,45,t6,BD23315,2_C,1,1,3.56,12.71,1
18,5,15/05/2015,45,t8,BD23316,2_C,1,0,3.76,10.91,1
19,5,15/05/2015,45,t0,BD23312,2_C,1,0,3.81,12.34,1
20,5,15/05/2015,45,t2,BD23314,2_C,1,1,3.82,11.24,1
21,5,15/05/2015,45,t4,BD23318,2_C,1,0,3.86,12.27,1
22,5,15/05/2015,45,t1,BD23309,2_C,1,0,3.93,12.33,1
23,5,15/05/2015,45,t5,BD23313,2_C,1,0,3.97,11.29,1
24,5,15/05/2015,45,t2+4,BD23310,2_C,1,0,4.09,12.34,1
25,5,15/05/2015,45,t7,BD23317,2_C,1,0,4.14,11.4,1
26,5,15/05/2015,45,t3,BD23311,2_C,1,0,4.43,12.95,1
27,6,12/05/2015,42,t4,AU67887,2_C,1,1,2.74,10.38,1
28,6,12/05/2015,42,t3+4,AU67886,2_C,1,0,3.36,10.43,1
29,6,12/05/2015,42,t2+4,AU67881,2_C,1,1,3.43,10.45,1
30,6,12/05/2015,42,t6,AU67880,2_C,1,0,3.54,10.86,1
31,6,12/05/2015,42,t8,AU67878,2_C,1,0,3.64,10.84,1
32,6,12/05/2015,42,t1,AU67884,2_C,1,0,3.68,11.15,1
33,6,12/05/2015,42,t1+4,AU67885,2_C,1,0,3.8,11.77,1
34,6,12/05/2015,42,t3,AU67879,2_C,1,0,3.8,12.26,1
35,6,12/05/2015,42,t7,AU67882,2_C,1,0,3.84,11.16,1
36,6,12/05/2015,42,t2,AU67883,2_C,1,0,4.05,11.85,1
37,6,12/05/2015,42,t5,AU67888,2_C,1,0,4.05,12.31,1
38,7,17/05/2015,47,t6,BD23725,3_E,0,0,2.88,8.68,1
39,7,17/05/2015,47,t4,BD23728,3_E,0,0,3.17,9.95,1
40,7,17/05/2015,47,t3,BD23733,3_E,0,0,3.23,9.85,1
41,7,17/05/2015,47,t2,BD23732,3_E,0,0,3.25,9.41,1
42,7,17/05/2015,47,t7,BD23726,3_E,0,0,3.77,10.43,1
43,7,17/05/2015,47,t5,BD23731,3_E,0,0,3.84,10.31,1
44,7,17/05/2015,47,t1,BD23729,3_E,0,0,4.08,9.75,1
45,7,17/05/2015,47,t4+6+8,BD23730,3_E,0,0,2.88,9.65,1
46,7,17/05/2015,47,t1+4+8,BD23727,3_E,0,0,2.94,10.07,1
47,7,17/05/2015,47,t2+4+8,BD23724,3_E,0,0,3.45,10.46,1
48,8,19/05/2015,49,t6,BD23633,0_U,1,1,2.03,NA,0
49,8,19/05/2015,49,t8,BD23636,0_U,1,1,2.19,6.3,1
50,8,19/05/2015,49,t4,BD23634,0_U,1,0,2.99,10.39,1
51,8,19/05/2015,49,t2,BD23635,0_U,1,0,3.26,10.59,1
52,8,19/05/2015,49,t7,BD23637,0_U,1,0,3.29,10.04,1
53,8,19/05/2015,49,t1,BD23632,0_U,1,0,3.52,11.87,1
54,8,19/05/2015,49,t3,BD23631,0_U,1,0,3.53,10.96,1
55,8,19/05/2015,49,t5,BD23630,0_U,1,0,3.57,11.55,1
56,10,15/05/2015,45,t0,BD23452,2_C,1,0,2.32,10.25,1
57,10,15/05/2015,45,t7,BD23460,2_C,1,0,2.84,9.96,1
58,10,15/05/2015,45,t5,BD23453,2_C,1,1,2.97,11.01,1
59,10,15/05/2015,45,t2,BD23454,2_C,1,1,3.12,10.52,1
60,10,15/05/2015,45,t3,BD23457,2_C,1,0,3.2,10.51,1
61,10,15/05/2015,45,t6,BD23451,2_C,1,0,3.27,11.26,1
62,10,15/05/2015,45,t1,BD23455,2_C,1,0,3.31,10.44,1
63,10,15/05/2015,45,t4,BD23456,2_C,1,0,3.31,10.7,1
64,10,15/05/2015,45,t2+4,BD23459,2_C,1,0,3.35,10.99,1
65,10,15/05/2015,45,t3+4,BD23461,2_C,1,0,3.41,11.51,1
66,10,15/05/2015,45,t8,BD23458,2_C,1,0,3.5,10.9,1
67,10,15/05/2015,45,t6+8,BD23462,2_C,1,0,3.64,11.45,1
68,11,16/05/2015,46,t3+4,BD23487,2_C,1,1,3.72,11.37,1
69,11,16/05/2015,46,t8,BD23486,2_C,1,0,3.85,11.14,1
70,11,16/05/2015,46,t1+4,BD23488,2_C,1,1,4.01,10.77,1
71,11,16/05/2015,46,t7,BD23490,2_C,1,0,4.06,11.98,1
72,11,16/05/2015,46,t3,BD23495,2_C,1,0,4.17,10.76,1
73,11,16/05/2015,46,t2,BD23493,2_C,1,0,4.42,11.23,1
74,11,16/05/2015,46,t6,BD23491,2_C,1,0,4.43,12.05,1
75,11,16/05/2015,46,t1,BD23489,2_C,1,0,4.49,11.67,1
76,11,16/05/2015,46,t2+4,BD23485,2_C,1,0,4.55,12.64,1
77,11,16/05/2015,46,t5,BD23494,2_C,1,0,4.56,11.05,1
78,11,16/05/2015,46,t4,BD23492,2_C,1,0,4.62,11.7,1
79,13,11/05/2015,41,t1+4,BD23015,1_R,1,1,1.72,10.89,1
80,13,11/05/2015,41,t5,BD23017,1_R,1,0,2.55,10.97,1
81,13,11/05/2015,41,t2+4,NA,1_R,1,1,2.74,NA,0
82,13,11/05/2015,41,t1,BD23021,1_R,1,0,2.89,11.3,1
83,13,11/05/2015,41,t4,BD23019,1_R,1,0,3.28,10.32,1
84,13,11/05/2015,41,t2,BD23020,1_R,1,0,3.5,10.68,1
85,13,11/05/2015,41,t7,BD23016,1_R,1,0,3.51,10.39,1
86,13,11/05/2015,41,t3,BD23018,1_R,1,0,3.52,11.63,1
87,14,16/05/2015,46,t1,BD23435,3_E,0,0,3.66,10.3,1
88,14,16/05/2015,46,t2,BD23424,3_E,0,0,4.65,11.57,1
89,14,16/05/2015,46,t3,BD23434,3_E,0,0,3.84,11.91,1
90,14,16/05/2015,46,t4,BD23423,3_E,0,0,3.94,11.63,1
91,14,16/05/2015,46,t5,BD23432,3_E,0,0,3.04,10.79,1
92,14,16/05/2015,46,t6,BD23422,3_E,0,0,4.05,10.9,1
93,14,16/05/2015,46,t7,BD23428,3_E,0,0,4.08,10.96,1
94,14,16/05/2015,46,t8,BD23420,3_E,0,0,3.67,11.81,1
95,14,16/05/2015,46,t2+4,BD23426,3_E,0,0,3.97,11.49,1
96,14,16/05/2015,46,t1+4,BD23429,3_E,0,0,3.82,13.88,1
97,14,16/05/2015,46,t3+4,BD23431,3_E,0,0,2.79,11.45,1
98,14,16/05/2015,46,t6+8,BD23425,3_E,0,0,3.94,11.54,1
99,14,16/05/2015,46,t7+8,BD23430,3_E,0,0,3.86,10.66,1
100,14,16/05/2015,46,t4+8,BD23421,3_E,0,0,3.19,11.48,1
101,14,16/05/2015,46,t3+4+8,BD23427,3_E,0,0,3.29,11.28,1
102,14,16/05/2015,46,t4+6+8,BD23433,3_E,0,0,3.32,11.76,1
103,15,15/05/2015,45,t6,BD23338,1_R,1,1,2.2,11.54,1
104,15,15/05/2015,45,t6+8,BD23337,1_R,1,0,2.85,10.91,1
105,15,15/05/2015,45,t2,BD23329,1_R,1,1,3.17,10.65,1
106,15,15/05/2015,45,t2+3+4,BD23333,1_R,1,0,3.6,10.78,1
107,15,15/05/2015,45,t4,BD23335,1_R,1,0,3.61,10.74,1
108,15,15/05/2015,45,t1+4,BD23339,1_R,1,0,3.68,10.34,1
109,15,15/05/2015,45,t8,BD23340,1_R,1,0,3.84,10.29,1
110,15,15/05/2015,45,t5,BD23336,1_R,1,0,3.87,11.48,1
111,15,15/05/2015,45,t3,BD23330,1_R,1,0,3.9,10.2,1
112,15,15/05/2015,45,t1,BD23331,1_R,1,0,3.93,11.01,1
113,15,15/05/2015,45,t2+4,BD23332,1_R,1,0,4.19,11.47,1
114,15,15/05/2015,45,t7+8,BD23334,1_R,1,0,4.48,11.16,1
115,17,19/05/2015,49,t0,BD23646,0_U,1,0,2.31,10.66,1
116,17,19/05/2015,49,t4,BD23643,0_U,1,1,3.31,11.4,1
117,17,19/05/2015,49,t1,BD23645,0_U,1,1,4.06,11.82,1
118,17,19/05/2015,49,t6,BD23641,0_U,1,0,4.49,11.33,1
119,17,19/05/2015,49,t7,BD23638,0_U,1,0,4.66,12.43,1
120,17,19/05/2015,49,t3,BD23640,0_U,1,0,4.89,11.51,1
121,17,19/05/2015,49,t8,BD23642,0_U,1,0,5.17,12.38,1
122,17,19/05/2015,49,t2,BD23639,0_U,1,0,5.2,12.28,1
123,17,19/05/2015,49,t5,BD23644,0_U,1,0,5.41,10.82,1
124,25,14/05/2015,44,t4,BD23242,3_E,0,0,2.84,11.26,1
125,25,14/05/2015,44,t5,BD23243,3_E,0,0,4.01,11.22,1
126,25,14/05/2015,44,t2,BD23247,3_E,0,0,3.87,11.06,1
127,25,14/05/2015,44,t6,BD23248,3_E,0,0,3.67,11.9,1
128,25,14/05/2015,44,t8,BD23246,3_E,0,0,4.14,11.52,1
129,25,14/05/2015,44,t7,BD23249,3_E,0,0,4.2,11.64,1
130,25,14/05/2015,44,t3,BD23244,3_E,0,0,4.22,11.86,1
131,25,14/05/2015,44,t1,BD23240,3_E,0,0,4.33,12.64,1
132,25,14/05/2015,44,t4+5+8,BD23241,3_E,0,0,3.71,11.54,1
133,25,14/05/2015,44,t2+4+8,BD23250,3_E,0,0,3.8,11.94,1
134,25,14/05/2015,44,t1+4+8,BD23245,3_E,0,0,3.81,11.38,1
135,28,14/05/2015,44,t1,BD23576,2_C,1,1,3.36,11.48,1
136,28,14/05/2015,44,t5,BD23577,2_C,1,0,3.52,10.71,1
137,28,14/05/2015,44,t4,BD23572,2_C,1,1,3.97,11.75,1
138,28,14/05/2015,44,t6,BD23573,2_C,1,0,4.06,11.91,1
139,28,14/05/2015,44,t1+4,BD23574,2_C,1,0,4.12,11.56,1
140,28,14/05/2015,44,t3+4,BD23581,2_C,1,0,4.19,11.49,1
141,28,14/05/2015,44,t7,BD23580,2_C,1,0,4.25,11.61,1
142,28,14/05/2015,44,t8,BD23575,2_C,1,0,4.26,12.45,1
143,28,14/05/2015,44,t2,BD23579,2_C,1,0,4.34,11.26,1
144,28,14/05/2015,44,t3,BD23578,2_C,1,0,4.37,11.56,1
145,28,14/05/2015,44,t2+4,BD23571,2_C,1,0,4.54,10.73,1
146,30,14/05/2015,44,t4,BD23235,0_U,1,1,3.16,10.63,1
147,30,14/05/2015,44,t8,BD23236,0_U,1,1,3.38,11.12,1
148,30,14/05/2015,44,t5,BD23237,0_U,1,0,3.73,10.51,1
149,30,14/05/2015,44,t1,BD23238,0_U,1,0,3.76,10.53,1
150,30,14/05/2015,44,t2,BD23234,0_U,1,0,3.84,10.83,1
151,30,14/05/2015,44,t3,BD23239,0_U,1,0,4.14,11.61,1
152,37,14/05/2015,44,t4,BD23230,3_E,0,0,3.26,10.76,1
153,37,14/05/2015,44,t5,BD23224,3_E,0,0,3.67,10.66,1
154,37,14/05/2015,44,t6+8,BD23219,3_E,0,0,3.79,10.43,1
155,37,14/05/2015,44,t3+4,BD23233,3_E,0,0,3.89,10.52,1
156,37,14/05/2015,44,t1,BD23223,3_E,0,0,3.96,11.01,1
157,37,14/05/2015,44,t3,BD23228,3_E,0,0,4.08,11.18,1
158,37,14/05/2015,44,t2,BD23229,3_E,0,0,4.14,10.45,1
159,37,14/05/2015,44,t8,BD23222,3_E,0,0,4.33,11.66,1
160,37,14/05/2015,44,t1+4,BD23227,3_E,0,0,4.38,11.78,1
161,37,14/05/2015,44,t2+4,BD23226,3_E,0,0,4.5,11.16,1
162,37,14/05/2015,44,t7,BD23220,3_E,0,0,4.55,11.56,1
163,37,14/05/2015,44,t6,BD23225,3_E,0,0,4.66,11.91,1
164,37,14/05/2015,44,t4+6+8,BD23232,3_E,0,0,4.26,10.94,1
165,37,14/05/2015,44,t1+4+8,BD23231,3_E,0,0,4.38,11.52,1
166,37,14/05/2015,44,t1+4+8,BD23221,3_E,0,0,4.29,11.03,1
167,38,10/05/2015,40,t0,AU67554,3_E,0,0,2.88,NA,0
168,38,10/05/2015,40,t2,AU67555,3_E,0,0,3.54,10.61,1
169,38,10/05/2015,40,t1,AU67550,3_E,0,0,3.94,7.94,1
170,38,10/05/2015,40,t1+4,AU67551,3_E,0,0,4.31,NA,0
171,38,10/05/2015,40,t6,AU67546,3_E,0,0,4.37,11.1,1
172,38,10/05/2015,40,t4,AU67549,3_E,0,0,4.45,10.88,1
173,38,10/05/2015,40,t5,AU67547,3_E,0,0,4.48,11.56,1
174,38,10/05/2015,40,t7,AU67544,3_E,0,0,4.62,9.69,1
175,38,10/05/2015,40,t8,AU67545,3_E,0,0,4.74,10.96,1
176,38,10/05/2015,40,t3,AU67556,3_E,0,0,4.92,11.02,1
177,38,10/05/2015,40,t2+4+8,AU67548,3_E,0,0,4.18,NA,0
178,38,10/05/2015,40,t4+6+8,AU67553,3_E,0,0,4.14,NA,0
179,38,10/05/2015,40,t1+4+8,AU67552,3_E,0,0,4.09,NA,0
180,44,17/05/2015,47,t8,BD23625,2_C,1,1,2.56,12.25,1
181,44,17/05/2015,47,t6,BD23628,2_C,1,0,2.8,11.38,1
182,44,17/05/2015,47,t2,BD23619,2_C,1,1,3.15,10.99,1
183,44,17/05/2015,47,t4,BD23620,2_C,1,0,3.17,11.45,1
184,44,17/05/2015,47,t7,BD23622,2_C,1,0,3.32,11.03,1
185,44,17/05/2015,47,t1,BD23627,2_C,1,0,3.33,12.75,1
186,44,17/05/2015,47,t2+4,BD23626,2_C,1,0,3.36,11.79,1
187,44,17/05/2015,47,t5,BD23623,2_C,1,0,3.52,12.6,1
188,44,17/05/2015,47,t3,BD23629,2_C,1,0,3.68,10.58,1
189,44,17/05/2015,47,t3+4,BD23621,2_C,1,0,3.73,11.03,1
190,44,17/05/2015,47,t1+4,BD23624,2_C,1,0,3.88,12.34,1
191,48,14/05/2015,44,t8,BD23383,2_C,1,1,3.65,12.3,1
192,48,14/05/2015,44,t3,BD23376,2_C,1,0,4.33,11.22,1
193,48,14/05/2015,44,t7,BD23377,2_C,1,1,4.36,12.05,1
194,48,14/05/2015,44,t5,BD23382,2_C,1,0,4.44,12.12,1
195,48,14/05/2015,44,t2+4,BD23380,2_C,1,0,4.54,11.35,1
196,48,14/05/2015,44,t4,BD23384,2_C,1,0,4.75,11.15,1
197,48,14/05/2015,44,t1,BD23381,2_C,1,0,4.9,12.48,1
198,48,14/05/2015,44,t2,BD23378,2_C,1,0,4.9,12.69,1
199,48,14/05/2015,44,t6,BD23379,2_C,1,0,4.95,11.94,1
200,50,16/05/2015,46,t0,NA,2_C,1,0,1.28,NA,0
201,50,16/05/2015,46,t4,BD23097,2_C,1,0,2.28,12.05,1
202,50,16/05/2015,46,t6,BD23093,2_C,1,0,2.56,10.84,1
203,50,16/05/2015,46,t8,BD23095,2_C,1,1,2.76,11.23,1
204,50,16/05/2015,46,t3,BD23094,2_C,1,1,2.98,11.68,1
205,50,16/05/2015,46,t2,BD23092,2_C,1,0,3.49,11.79,1
206,50,16/05/2015,46,t1,BD23096,2_C,1,0,3.55,11.77,1
207,54,16/05/2015,46,t0,NA,0_U,1,0,1.59,NA,0
208,54,16/05/2015,46,t1,BD23497,0_U,1,1,2.26,9.6,1
