"WDPAID,""NAME"",""REP_AREA"",""STATUS_YR"",""GOV_TYPE"",""MANG_PLAN"",""ISO3"",""REGION"",""AVERAGE_VIEWS"",""DEGAZETTE"",""DOWNGRADE"",""DOWNSIZE"",""wikidata_url"",""wikidata_id"",""AGRILAND"",""POPDENSITY"",""BUILTUP"",""ROAD"",""GPI2020"",""EXTERNALINTERV"",""TOURISM"",""GDP"""
"761,""Nairobi"",117,1946,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",121.36717325228,0,0,0,""https://www.wikidata.org/wiki/ Q739993"",""Q739993"",14.8,3400.5,7.5,15,2.395,2.05,2.93,3.88"
"308685,""Namaqua National Park"",1368.18401157,2001,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",11.0480243161094,0,0,0,""https://www.wikidata.org/wiki/ Q499499"",""Q499499"",1.4,0.6,0,19.4,2.321,2.15,1.4,4.38"
"883,""Namib-Naukluft"",50766,1986,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",60.4054711246201,0,0,0,""https://www.wikidata.org/wiki/ Q1773441"",""Q1773441"",0,0.4,0,3.1,1.845,4.07,4.51,4.97"
"2309,""Namoroka"",379.46173,1927,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",0.542579075425791,0,0,0,""https://www.wikidata.org/wiki/ Q1351221"",""Q1351221"",2.4,0,0,9.9,1.905,2.23,3.51,2.5"
"350,""National Park Bicuar"",7900,1964,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",2.81176470588235,0,0,0,""https://www.wikidata.org/wiki/ Q3123455"",""Q3123455"",25.3,23.9,0,5.9,1.989,2.74,4.95,4.79"
"349,""National Park Cameia"",14450,1938,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",6.55683890577508,0,0,0,""https://www.wikidata.org/wiki/ Q3123444"",""Q3123444"",1.1,8.5,0,5.5,1.989,2.74,4.95,4.79"
"351,""National Park Cangandala"",630,1970,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",4.27781155015198,0,0,0,""https://www.wikidata.org/wiki/ Q3123440"",""Q3123440"",0.7,0.9,0,5.2,1.989,2.74,4.95,4.79"
"347,""National Park Iona"",15150,1964,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",8.13252279635258,0,0,0,""https://www.wikidata.org/wiki/ Q3123422"",""Q3123422"",0.1,3.8,0,3,1.989,2.74,4.95,4.79"
"4493,""National Park Luengue-Luiana"",22610,1966,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q6699917"",""Q6699917"",0.3,1.2,0,3.9,1.989,2.74,4.95,4.79"
"5081,""National Park Mavinga"",5950,1966,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q6673574"",""Q6673574"",0.4,0.8,0,4.5,1.989,2.74,4.95,4.79"
"2249,""National Park Mupa"",6600,1964,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",2.91246200607903,0,0,0,""https://www.wikidata.org/wiki/ Q3123450"",""Q3123450"",7,16.7,0,4.3,1.989,2.74,4.95,4.79"
"348,""National Park Quiçãma"",9960,1957,""Not Reported"",""Not Reported"",""AGO"",""Austral Africa"",10.2182370820669,0,0,0,""https://www.wikidata.org/wiki/ Q3179197"",""Q3179197"",4.3,9.9,0.2,3.7,1.989,2.74,4.95,4.79"
"30048,""Naute Recreation Resort"",235,1988,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",NA,0,0,0,NA,NA,0.3,0,0,1.5,1.845,4.07,4.51,4.97"
"12344,""Ndere Island"",4.2,1986,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",6.47659574468085,0,0,0,""https://www.wikidata.org/wiki/ Q476142"",""Q476142"",NA,NA,NA,NA,2.395,2.05,2.93,3.88"
"308634,""Ndongere"",2344.64,2005,""Federal or national ministry or agency"",""Reported & Existent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"2278,""Nech-sar"",514,1966,""Federal or national ministry or agency"",""Not Reported"",""ETH"",""East Africa"",19.8310030395137,0,0,0,""https://www.wikidata.org/wiki/ Q1270310"",""Q1270310"",20.7,227.3,0.2,7.9,2.507,3.95,4.81,4.91"
"20175,""Nimba West"",104.820124,2003,""Federal or national ministry or agency"",""Not Reported"",""LBR"",""Western Africa"",1.4145896656535,0,0,0,""https://www.wikidata.org/wiki/ Q7037582"",""Q7037582"",NA,NA,NA,NA,1.864,3.64,4.72,4.92"
"904,""Nimule"",200,1954,""Federal or national ministry or agency"",""Reported & Absent"",""SSD"",""East Africa"",2.64072948328267,0,0,0,""https://www.wikidata.org/wiki/ Q1992720"",""Q1992720"",8.4,781.1,0.1,4.8,3.287,4.76,4.96,4.89"
"5173,""Nini-Suhien"",160,1976,""Federal or national ministry or agency"",""Reported & Existent"",""GHA"",""Western Africa"",2.96899696048632,0,0,0,""https://www.wikidata.org/wiki/ Q556596"",""Q556596"",0,57.6,0.1,11.4,1.796,1,1,1"
"865,""Niokolo Koba"",9130,1954,""Federal or national ministry or agency"",""Reported & Existent"",""SEN"",""Western Africa"",24.3848024316109,0,0,0,""https://www.wikidata.org/wiki/ Q679891"",""Q679891"",7.2,27.1,0,14.3,1.84,3.15,4.67,4.84"
"30052,""Nkasa Rupara"",338,1990,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",5.37811550151976,0,0,0,""https://www.wikidata.org/wiki/ Q1392554"",""Q1392554"",0.1,2.2,0,0,1.845,4.07,4.51,4.97"
"30674,""Nki"",3093.62,2005,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",5.21094224924012,0,0,0,""https://www.wikidata.org/wiki/ Q1544357"",""Q1544357"",0,0,0,0.7,2.645,3.81,4.76,4.84"
"1088,""North Luangwa"",4712,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",7.43525835866261,0,1,0,""https://www.wikidata.org/wiki/ Q1998450"",""Q1998450"",1.5,0.6,0,3.3,1.788,3.55,4.69,4.9"
"5039,""Nosy Mangabe"",90.47074,1965,""Non-profit organisations"",""Not Reported"",""MDG"",""Austral Africa"",8.19209726443769,0,0,0,""https://www.wikidata.org/wiki/ Q2001725"",""Q2001725"",NA,NA,NA,NA,1.905,2.23,3.51,2.5"
"72332,""Nouabalé-Ndoki"",4238.7,1993,""Collaborative governance"",""Reported & Existent"",""COG"",""Central Africa"",12.5568389057751,0,0,0,""https://www.wikidata.org/wiki/ Q3015170"",""Q3015170"",0,0,0,0,2.276,3.81,4.48,1"
"1092,""Nsumbu"",2026,1985,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",3.88571428571429,0,2,1,""https://www.wikidata.org/wiki/ Q1417669"",""Q1417669"",0.9,10.3,0,2.1,1.788,3.55,4.69,4.9"
"354010,""Ntokou-Pikounda"",4272,2013,""Not Reported"",""Reported & Absent"",""COG"",""Central Africa"",1.71732522796353,0,0,0,""https://www.wikidata.org/wiki/ Q15262888"",""Q15262888"",0,0.1,0,0.2,2.276,3.81,4.48,1"
"2290,""Nuimi"",0,1986,""Joint governance"",""Reported & Existent"",""GMB"",""Western Africa"",3.29118541033435,0,0,0,""https://www.wikidata.org/wiki/ Q922736"",""Q922736"",52,345,3.3,24.5,1.925,1.88,1,4.12"
"601,""Nxai Pan"",2576,1971,""Federal or national ministry or agency"",""Not Reported"",""BWA"",""Austral Africa"",9.30516717325228,0,0,0,""https://www.wikidata.org/wiki/ Q859377"",""Q859377"",0.1,0,0,4.6,1.812,2.01,4.56,4.18"
"1111,""Nyanga"",330,1950,""Not Reported"",""Not Reported"",""ZWE"",""Austral Africa"",15.6085106382979,0,0,0,""https://www.wikidata.org/wiki/ Q478677"",""Q478677"",20.7,15.6,0.1,17.9,2.302,3.79,4.44,4.89"
"1102,""Nyika"",84,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",2.35258358662614,0,0,0,""https://www.wikidata.org/wiki/ Q5965566"",""Q5965566"",NA,NA,NA,NA,1.788,3.55,4.69,4.9"
"779,""Nyika National Park"",3092.32096,1965,""Federal or national ministry or agency"",""Reported & Existent"",""MWI"",""Austral Africa"",10.6176291793313,0,1,0,""https://www.wikidata.org/wiki/ Q1567460"",""Q1567460"",27.2,91.3,0,6.7,1.898,3.15,4.82,4.28"
"9148,""Nyungwe"",1019,1933,""Federal or national ministry or agency"",""Not Reported"",""RWA"",""East Africa"",27.6176291793313,0,0,0,""https://www.wikidata.org/wiki/ Q1356828"",""Q1356828"",57.3,437.9,0.1,10.4,1.99,3.51,4.61,4.93"
"643,""Odzala Kokoua"",13546,1935,""Collaborative governance"",""Reported & Existent"",""COG"",""Central Africa"",4.73617021276596,0,0,0,""https://www.wikidata.org/wiki/ Q263883"",""Q263883"",0,1.1,0,2.7,2.276,3.81,4.48,1"
"867,""Oiseaux du Djoudj"",160,1971,""Federal or national ministry or agency"",""Reported & Existent"",""SEN"",""Western Africa"",10.0838905775076,0,0,0,""https://www.wikidata.org/wiki/ Q733676"",""Q733676"",32.3,4,0.1,2,1.84,3.15,4.67,4.84"
"764,""Ol Donyo Sabuk"",18,1967,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",20.3762917933131,0,0,0,""https://www.wikidata.org/wiki/ Q3695222"",""Q3695222"",196.4,280.3,0,16.2,2.395,2.05,2.93,3.88"
"26625,""Old Oyo"",2530,1991,""Federal or national ministry or agency"",""Not Reported"",""NGA"",""Western Africa"",15.9762917933131,0,0,0,""https://www.wikidata.org/wiki/ Q3294859"",""Q3294859"",7,31.9,0,3,2.782,3.73,4.65,4.79"
"2280,""Omo"",457.4,1959,""Federal or national ministry or agency"",""Not Reported"",""ETH"",""East Africa"",18.0936170212766,0,0,0,""https://www.wikidata.org/wiki/ Q1305538"",""Q1305538"",5.9,21.4,0,2.2,2.507,3.95,4.81,4.91"
"33047,""Orango"",1582.35,2000,""Not Reported"",""Not Reported"",""GNB"",""Western Africa"",2.84184914841849,0,0,0,""https://www.wikidata.org/wiki/ Q7099832"",""Q7099832"",0,NA,NA,NA,2.084,3.46,4.98,4.88"
"2339,""Oti-Kéran"",1636.4,1977,""Federal or national ministry or agency"",""Reported & Absent"",""TGO"",""Western Africa"",5.45835866261398,0,0,0,""https://www.wikidata.org/wiki/ Q246121"",""Q246121"",100.5,101.1,0,8.8,2.084,3.14,4.79,4.91"
"7417,""Outamba"",738.15,1995,""Not Reported"",""Not Reported"",""SLE"",""Western Africa"",5.30212765957447,0,0,0,""https://www.wikidata.org/wiki/ Q724189"",""Q724189"",0.6,4.6,0,10.1,1.855,3.68,4.99,4.97"
"555512069,""Parc Marin des Mangroves"",216.192529149,1992,""Not Reported"",""Not Reported"",""COD"",""Central Africa"",4.2887537993921,0,0,0,""https://www.wikidata.org/wiki/ Q1164634"",""Q1164634"",2.9,59.2,0.4,5.9,3.109,4.16,4,1.66"
"313046,""Parc National de Mohéli"",643.62398438,2010,""Collaborative governance"",""Reported & Existent"",""COM"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q3364399"",""Q3364399"",NA,NA,NA,NA,NA,NA,NA,NA"
"818,""Parc National du W du Niger"",2200,1954,""Federal or national ministry or agency"",""Reported & Existent"",""NER"",""Western Africa"",85.1963525835866,0,0,0,""https://www.wikidata.org/wiki/ Q726863"",""Q726863"",37,7.5,0,7.2,2.558,1,4.06,1"
"20264,""Pico de Basilé"",330,2000,""Not Reported"",""Not Reported"",""GNQ"",""Central Africa"",2.23182957393484,0,0,0,""https://www.wikidata.org/wiki/ Q6063070"",""Q6063070"",0.4,240.9,0.7,15.2,1.775,2.98,4.36,4.55"
"306235,""Plateaux Batéké"",2042,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",4.50881458966565,0,0,0,""https://www.wikidata.org/wiki/ Q3695605"",""Q3695605"",0,1,0,1.8,2.096,2.71,4.86,4.14"
"303879,""Pongara"",960,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",3.54285714285714,0,0,0,""https://www.wikidata.org/wiki/ Q7227798"",""Q7227798"",0,67.8,0,3.3,2.096,2.71,4.86,4.14"
"18001,""Popa Game Park"",0.5,1989,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q110184735"",""Q110184735"",NA,NA,NA,NA,1.845,4.07,4.51,4.97"
"6938,""Praslin National Park"",3.2537135,1979,""Federal or national ministry or agency"",""Not Reported"",""SYC"",""Austral Africa"",2.15683890577508,0,0,0,""https://www.wikidata.org/wiki/ Q283855"",""Q283855"",NA,NA,NA,NA,NA,NA,NA,NA"
"29421,""Previously called Mafou Classified Forest"",524,NA,""Not Reported"",""Not Reported"",""GIN"",""Western Africa"",NA,0,0,0,NA,NA,0.3,15.9,0,9.4,2.032,2.49,4.38,4.45"
"1049,""Pô dit Kaboré Tambi"",1555,1976,""Not Reported"",""Not Reported"",""BFA"",""Western Africa"",2.64376899696049,0,0,0,""https://www.wikidata.org/wiki/ Q389707"",""Q389707"",47.5,46.1,0,6,2.241,4.12,4.97,4.92"
"957,""Queen Elizabeth"",2056,1952,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",55.8358662613982,0,0,0,""https://www.wikidata.org/wiki/ Q530084"",""Q530084"",56.7,396.7,0.6,7.8,2.222,3.95,4.66,4.93"
"9035,""Quirimbas"",9.13,1971,""Federal or national ministry or agency"",""Not Reported"",""MOZ"",""Austral Africa"",7.41580547112462,0,0,0,""https://www.wikidata.org/wiki/ Q1546990"",""Q1546990"",1.4,28.4,0.1,5.1,2.132,3.86,4.39,4.06"
"20287,""Ranomafana"",728.26567,1991,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",30.4796352583587,0,0,0,""https://www.wikidata.org/wiki/ Q1498242"",""Q1498242"",3.4,96.4,0,7.8,1.905,2.23,3.51,2.5"
"30851,""Richtersveld National Park"",1702.80309182,1991,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q394755"",""Q394755"",0.9,3.4,0,8.9,2.321,2.15,1.4,4.38"
"2288,""River Gambia"",12.79,1976,""Joint governance"",""Reported & Existent"",""GMB"",""Western Africa"",4.98723404255319,0,0,0,""https://www.wikidata.org/wiki/ Q492185"",""Q492185"",NA,NA,NA,NA,1.925,1.88,1,4.12"
"917,""Ruaha National Park"",14506.6930768,1964,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",44.1215805471125,0,0,0,""https://www.wikidata.org/wiki/ Q656363"",""Q656363"",16.6,15,0,3.8,1.854,2.88,4.75,4.92"
"923,""Rubondo Island National Park"",210.823310085,1977,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",10.5617021276596,0,0,0,""https://www.wikidata.org/wiki/ Q1782797"",""Q1782797"",6.8,102.1,0.3,0.8,1.854,2.88,4.75,4.92"
"2296,""Ruma"",120,1983,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",9.15379939209726,0,0,0,""https://www.wikidata.org/wiki/ Q1549127"",""Q1549127"",188.3,232,0.1,26.1,2.395,2.05,2.93,3.88"
"9162,""Rusizi"",90,1980,""Federal or national ministry or agency"",""Reported & Existent"",""BDI"",""East Africa"",5.27537993920973,0,0,0,""https://www.wikidata.org/wiki/ Q3084675"",""Q3084675"",107.4,1113.2,3.6,42.7,2.418,4.34,4.93,4.99"
"9160,""Ruvubu"",508,1980,""Federal or national ministry or agency"",""Reported & Existent"",""BDI"",""East Africa"",4.12158054711246,0,0,0,""https://www.wikidata.org/wiki/ Q3695993"",""Q3695993"",43.3,354,0,37.4,2.418,4.34,4.93,4.99"
"18438,""Rwenzori Mountains"",995,1991,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",22.345896656535,0,1,1,""https://www.wikidata.org/wiki/ Q838928"",""Q838928"",49.5,734,0.3,5.6,2.222,3.95,4.66,4.93"
"7434,""Saadani National Park"",1062,1969,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",14.6255319148936,0,0,0,""https://www.wikidata.org/wiki/ Q2032704"",""Q2032704"",1.6,27.2,0.1,6.4,1.854,2.88,4.75,4.92"
"352254,""Sahamalaza Iles Radama"",1120.16945,2005,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",1.36,0,0,0,""https://www.wikidata.org/wiki/ Q28402604"",""Q28402604"",NA,NA,NA,NA,1.905,2.23,3.51,2.5"
"2597,""Saiwa Swamp"",2,1974,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",5.73738601823708,0,0,0,""https://www.wikidata.org/wiki/ Q1636810"",""Q1636810"",NA,NA,NA,NA,2.395,2.05,2.93,3.88"
"36455,""Sambisa"",1139.6,NA,""Federal or national ministry or agency"",""Not Reported"",""NGA"",""Western Africa"",134.439513677812,0,0,0,""https://www.wikidata.org/wiki/ Q15059687"",""Q15059687"",NA,NA,NA,NA,2.782,3.73,4.65,4.79"
"7409,""Sapo National Park"",1803.63,1983,""Federal or national ministry or agency"",""Not Reported"",""LBR"",""Western Africa"",17.536170212766,0,0,0,""https://www.wikidata.org/wiki/ Q1969043"",""Q1969043"",0,17,0,7.4,1.864,3.64,4.72,4.92"
"7447,""Sehlabathebe"",69.5201,1970,""Federal or national ministry or agency"",""Not Reported"",""LSO"",""Austral Africa"",11.1945288753799,0,0,0,""https://www.wikidata.org/wiki/ Q284817"",""Q284817"",14.2,21.1,0,10.6,2.088,4.47,4.53,4.41"
"40042,""Semuliki"",220,1993,""Federal or national ministry or agency"",""Not Reported"",""UGA"",""East Africa"",8.53860182370821,0,0,0,""https://www.wikidata.org/wiki/ Q1429741"",""Q1429741"",7.5,337.7,0.3,7,2.222,3.95,4.66,4.93"
"916,""Serengeti National Park"",13039.4880963,1951,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",396.007902735562,0,0,2,""https://www.wikidata.org/wiki/ Q11812902"",""Q11812902"",72,130.7,0.1,6.2,1.854,2.88,4.75,4.92"
"1372,""Shambe"",620,1985,""Federal or national ministry or agency"",""Reported & Absent"",""SSD"",""East Africa"",2.77568389057751,0,0,0,""https://www.wikidata.org/wiki/ Q6590002"",""Q6590002"",4.8,15.4,0,10.5,3.287,4.76,4.96,4.89"
"754,""Sibiloi"",1570,1973,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",8.17933130699088,0,0,0,""https://www.wikidata.org/wiki/ Q1380559"",""Q1380559"",1,3.4,0,6.1,2.395,2.05,2.93,3.88"
"653,""Simien Mountains"",412,1959,""Federal or national ministry or agency"",""Not Reported"",""ETH"",""East Africa"",49.5647416413374,0,0,0,""https://www.wikidata.org/wiki/ Q504315"",""Q504315"",77,612.5,0,16.8,2.507,3.95,4.81,4.91"
"1087,""Sioma Ngwezi"",4491,1972,""Not Reported"",""Not Reported"",""ZMB"",""Austral Africa"",4.31671732522796,0,1,0,""https://www.wikidata.org/wiki/ Q503530"",""Q503530"",0.6,0.9,0,9.1,1.788,3.55,4.69,4.9"
"885,""Skeleton Coast Park"",16820,1973,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",16.2449848024316,0,0,0,""https://www.wikidata.org/wiki/ Q3695317"",""Q3695317"",0,0,0,0.3,1.845,4.07,4.51,4.97"
"7888,""South Island"",150.5,1983,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",2.57933130699088,0,0,0,""https://www.wikidata.org/wiki/ Q2304265"",""Q2304265"",0,0,0,1.1,2.395,2.05,2.93,3.88"
"1086,""South Luangwa"",8704,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",34.2699088145897,0,1,0,""https://www.wikidata.org/wiki/ Q1973215"",""Q1973215"",3.6,1.3,0,1.2,1.788,3.55,4.69,4.9"
"903,""Southern"",22800,1939,""Federal or national ministry or agency"",""Reported & Absent"",""SSD"",""East Africa"",4.30395136778116,0,0,0,""https://www.wikidata.org/wiki/ Q3232660"",""Q3232660"",0,3,0,6.4,3.287,4.76,4.96,4.89"
"300408,""Table Mountain National Park"",221.119007585,1998,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",71.5246200607903,0,0,4,""https://www.wikidata.org/wiki/ Q1818952"",""Q1818952"",5.4,1718.1,52.4,39.2,2.321,2.15,1.4,4.38"
"555547996,""Takamanda"",675.9,2008,""Federal or national ministry or agency"",""Reported & Existent"",""CMR"",""Central Africa"",2.08267477203647,0,0,0,""https://www.wikidata.org/wiki/ Q522250"",""Q522250"",0.1,23.6,0,3,2.645,3.81,4.76,4.84"
"555547524,""Tambi"",0,2003,""Joint governance"",""Reported & Existent"",""GMB"",""Western Africa"",NA,0,0,0,NA,NA,18.3,1506.5,28.2,13.8,1.925,1.88,1,4.12"
"32816,""Tankwa-Karoo National Park"",1421.85583249,1986,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",22.331914893617,0,0,0,""https://www.wikidata.org/wiki/ Q1476888"",""Q1476888"",0.3,0.5,0,16,2.321,2.15,1.4,4.38"
"920,""Tarangire National Park"",2615.79672202,1970,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",67.4449848024316,0,0,0,""https://www.wikidata.org/wiki/ Q1432744"",""Q1432744"",72.2,63,0,4.5,1.854,2.88,4.75,4.92"
"721,""Taï National Park"",5081.86,1972,""Government-delegated management"",""Reported & Existent"",""CIV"",""Western Africa"",25.2382978723404,0,0,1,""https://www.wikidata.org/wiki/ Q328577"",""Q328577"",0.2,78.8,0.3,2.4,2.129,4.74,4.92,4.96"
"555548871,""Tchabal Mbabo"",1052.51,2008,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.645,3.81,4.76,4.84"
"303691,""Tsau // Khaeb (Sperrgebiet)"",21812,2008,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q1933532"",""Q1933532"",0.1,3,0.1,3.9,1.845,4.07,4.51,4.97"
"752,""Tsavo East"",11747,1948,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",75.9057750759878,0,0,0,""https://www.wikidata.org/wiki/ Q1368818"",""Q1368818"",5.3,30,0,6.8,2.395,2.05,2.93,3.88"
"19564,""Tsavo West"",9065,1948,""Federal or national ministry or agency"",""Not Reported"",""KEN"",""East Africa"",30.0796352583587,0,0,0,""https://www.wikidata.org/wiki/ Q1602738"",""Q1602738"",13.1,31.3,0,10.4,2.395,2.05,2.93,3.88"
"2307,""Tsimanampesotse"",2629.58652,1927,""Not Reported"",""Not Reported"",""MDG"",""Austral Africa"",4.36656534954407,0,0,0,""https://www.wikidata.org/wiki/ Q1340410"",""Q1340410"",4.7,17,0,3,1.905,2.23,3.51,2.5"
"19297,""Udzungwa Mountain"",2088.69,1992,""Federal or national ministry or agency"",""Not Reported"",""TZA"",""East Africa"",15.9343465045593,0,0,0,""https://www.wikidata.org/wiki/ Q1294175"",""Q1294175"",29.2,110.5,0,6.1,1.854,2.88,4.75,4.92"
"1079,""Upemba"",13673.6465606,1939,""Not Reported"",""Not Reported"",""COD"",""Central Africa"",7.98419452887538,0,0,0,""https://www.wikidata.org/wiki/ Q263406"",""Q263406"",0.9,29,0,4,3.109,4.16,4,1.66"
"308637,""Vallée du Mbéré"",740.96,2004,""Federal or national ministry or agency"",""Reported & Absent"",""CMR"",""Central Africa"",0.838235294117647,0,0,0,""https://www.wikidata.org/wiki/ Q1573021"",""Q1573021"",1.5,2.5,0,4,2.645,3.81,4.76,4.84"
"342656,""Varela"",86.04,NA,""Not Reported"",""Not Reported"",""GNB"",""Western Africa"",NA,0,0,0,NA,NA,NA,NA,NA,NA,2.084,3.46,4.98,4.88"
"1993,""Victoria Falls"",23.4,1952,""Not Reported"",""Not Reported"",""ZWE"",""Austral Africa"",19.3629179331307,0,0,0,""https://www.wikidata.org/wiki/ Q1640800"",""Q1640800"",5.9,472,1.6,11.2,2.302,3.79,4.44,4.89"
"166889,""Virunga"",7768.92767857,1925,""Not Reported"",""Not Reported"",""COD"",""Central Africa"",158.727659574468,0,0,0,""https://www.wikidata.org/wiki/ Q223589"",""Q223589"",45.4,695.2,0.7,8.7,3.109,4.16,4,1.66"
"863,""Volcans"",160,1929,""Federal or national ministry or agency"",""Not Reported"",""RWA"",""East Africa"",60.5531914893617,0,0,1,""https://www.wikidata.org/wiki/ Q932736"",""Q932736"",89.7,852.7,0.8,4.7,1.99,3.51,4.61,4.93"
"18004,""Von Bach Recreation Resort"",41,1972,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",NA,0,0,0,NA,NA,0.2,65.1,0.3,5.5,1.845,4.07,4.51,4.97"
"12201,""W (Benin)"",5020,1954,""Not Reported"",""Not Reported"",""BEN"",""Western Africa"",85.1963525835866,0,0,0,""https://www.wikidata.org/wiki/ Q726863"",""Q726863"",55.8,17.2,0,2.7,2.178,3.14,4.92,4.87"
"1048,""W du Burkina Faso"",3500,1954,""Not Reported"",""Reported & Existent"",""BFA"",""Western Africa"",85.1963525835866,0,0,0,""https://www.wikidata.org/wiki/ Q726863"",""Q726863"",45.4,21,0,5.4,2.241,4.12,4.97,4.92"
"303880,""Waka"",1061,2002,""Federal or national ministry or agency"",""Reported & Existent"",""GAB"",""Central Africa"",2.1063829787234,0,0,0,""https://www.wikidata.org/wiki/ Q1101416"",""Q1101416"",0,0.5,0,6.4,2.096,2.71,4.86,4.14"
"887,""Waterberg Plateau Park"",396,1990,""Federal or national ministry or agency"",""Not Reported"",""NAM"",""Austral Africa"",7.01337386018237,0,0,0,""https://www.wikidata.org/wiki/ Q1691293"",""Q1691293"",0.4,0.9,0,3.2,1.845,4.07,4.51,4.97"
"608,""Waza"",1700,1968,""Federal or national ministry or agency"",""Reported & Existent"",""CMR"",""Central Africa"",21.7933130699088,0,0,0,""https://www.wikidata.org/wiki/ Q1751924"",""Q1751924"",21.1,31.2,0,8.2,2.645,3.81,4.76,4.84"
"17368,""West Coast National Park"",365.662628225,1985,""Federal or national ministry or agency"",""Not Reported"",""ZAF"",""Austral Africa"",24.4978723404255,0,0,1,""https://www.wikidata.org/wiki/ Q1760813"",""Q1760813"",30.4,33,1.3,18,2.321,2.15,1.4,4.38"
"1093,""West Lunga"",1781,1971,""Federal or national ministry or agency"",""Not Reported"",""ZMB"",""Austral Africa"",2.91550151975684,0,1,0,""https://www.wikidata.org/wiki/ Q2564119"",""Q2564119"",7,0,0,0,1.788,3.55,4.69,4.9"
"19249,""Western Area Peninsula Forest"",183.371,2012,""Not Reported"",""Not Reported"",""SLE"",""Western Africa"",NA,0,0,0,""https://www.wikidata.org/wiki/ Q256104"",""Q256104"",0.4,207,8.9,7.6,1.855,3.68,4.99,4.97"
"317193,""Wongo"",534.99,2002,""Federal or national ministry or agency"",""Reported & Existent"",""MLI"",""Western Africa"",3.60364741641337,0,0,0,""https://www.wikidata.org/wiki/ Q3364486"",""Q3364486"",0.8,13.6,0,3.5,2.7,3.99,4.79,4.95"
"2276,""Yangudi Rassa"",4731,1969,""Federal or national ministry or agency"",""Not Reported"",""ETH"",""East Africa"",12.8954407294833,0,0,0,""https://www.wikidata.org/wiki/ Q591775"",""Q591775"",1.2,4.9,0,1.1,2.507,3.95,4.81,4.91"
