#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio,Eff_Resist,CWDTORRatio,CF_Centrality
2918.0,855.0,862.0,-1.0,-1.0,1.0,206.0,28525.0664063,1.0,1.0,384.0,138.471196147,74.2840270997,-1.0,-1.0,48367.35864
2919.0,855.0,865.0,-1.0,-1.0,1.0,388.0,451.126983643,0.0,1.0,451.0,1.16269841145,1.00028156018,-1.0,-1.0,37485.47766
2920.0,856.0,878.0,-1.0,-1.0,1.0,1345.0,156095.171875,1.0,0.0,2113.0,116.05588987,73.873720717,-1.0,-1.0,8265.224434
2921.0,856.0,881.0,-1.0,-1.0,1.0,1613.0,155548.3125,0.0,1.0,2216.0,96.4341676999,70.1932818141,-1.0,-1.0,9277.701905
2922.0,856.0,928.0,-1.0,-1.0,1.0,2625.0,259501.15625,1.0,1.0,3107.0,98.8575833333,83.5214535726,-1.0,-1.0,11459.4087
2923.0,856.0,929.0,-1.0,-1.0,1.0,2670.0,262979.71875,0.0,1.0,3465.0,98.4942766854,75.8960227273,-1.0,-1.0,12405.98956
2924.0,857.0,858.0,-1.0,-1.0,1.0,169.0,18438.3554688,1.0,1.0,208.0,109.102695082,88.6459397538,-1.0,-1.0,2921.041356
2925.0,857.0,859.0,-1.0,-1.0,1.0,278.0,52055.7734375,1.0,1.0,534.0,187.250983588,97.4827217931,-1.0,-1.0,7139.565886
2926.0,857.0,861.0,-1.0,-1.0,1.0,25.0,4000.0,1.0,1.0,40.0,160.0,100.0,-1.0,-1.0,16561.82035
2927.0,857.0,864.0,-1.0,-1.0,1.0,190.0,18998.8476563,0.0,1.0,217.0,99.9939350332,87.552293347,-1.0,-1.0,8842.948312
2928.0,857.0,866.0,-1.0,-1.0,-15.0,330.0,60264.0585938,1.0,0.0,822.0,182.618359375,73.3139398951,-1.0,-1.0,-1.0
2929.0,858.0,861.0,-1.0,-1.0,1.0,195.0,21913.6367188,1.0,0.0,233.0,112.377624199,94.0499429991,-1.0,-1.0,4861.431342
2930.0,858.0,864.0,-1.0,-1.0,-15.0,100.0,10478.3554688,1.0,1.0,168.0,104.783554688,62.3711635048,-1.0,-1.0,-1.0
2931.0,858.0,867.0,-1.0,-1.0,1.0,159.0,46828.4257813,0.0,1.0,228.0,294.51840114,205.387832374,-1.0,-1.0,12600.84243
2932.0,858.0,869.0,-1.0,-1.0,1.0,31.0,5010.0,1.0,1.0,60.0,161.612903226,83.5,-1.0,-1.0,29484.36277
2933.0,858.0,870.0,-1.0,-1.0,1.0,235.0,50398.9179688,1.0,0.0,277.0,214.463480718,181.945552234,-1.0,-1.0,12620.64557
2934.0,859.0,861.0,-1.0,-1.0,-15.0,307.0,57085.7734375,0.0,1.0,614.0,185.947144748,92.9735723738,-1.0,-1.0,-1.0
2935.0,859.0,863.0,-1.0,-1.0,1.0,407.0,51227.34375,1.0,1.0,526.0,125.865709459,97.3903873574,-1.0,-1.0,9282.456124
2936.0,859.0,866.0,-1.0,-1.0,1.0,68.0,7428.35546875,1.0,1.0,88.0,109.240521599,84.4131303267,-1.0,-1.0,37591.5372
2937.0,861.0,864.0,-1.0,-1.0,1.0,166.0,17913.6367188,1.0,1.0,193.0,107.91347421,92.8167705637,-1.0,-1.0,5981.727191
2938.0,861.0,866.0,-1.0,-1.0,-15.0,326.0,65294.0585938,1.0,1.0,902.0,200.288523294,72.3880915674,-1.0,-1.0,-1.0
2939.0,861.0,868.0,-1.0,-1.0,1.0,116.0,14485.28125,1.0,1.0,144.0,124.873114224,100.592230903,-1.0,-1.0,14313.25747
2940.0,862.0,865.0,-1.0,-1.0,1.0,462.0,28665.0664063,1.0,1.0,524.0,62.045598282,54.7043252029,-1.0,-1.0,48669.26567
2941.0,862.0,874.0,-1.0,-1.0,1.0,1584.0,222977.875,0.0,1.0,1965.0,140.76886048,113.474745547,-1.0,-1.0,19288.81646
2942.0,862.0,882.0,-1.0,-1.0,-15.0,4878.0,6137741.5,1.0,0.0,34445.0,1258.24959,178.189621135,-1.0,-1.0,-1.0
2943.0,862.0,912.0,-1.0,-1.0,1.0,1683.0,263302.8125,1.0,0.0,2443.0,156.448492276,107.778474212,-1.0,-1.0,30940.5585
2944.0,862.0,914.0,-1.0,-1.0,1.0,1780.0,261302.8125,1.0,1.0,2423.0,146.799332865,107.84267953,-1.0,-1.0,31595.49004
2945.0,862.0,950.0,-1.0,-1.0,-15.0,7244.0,5520600.5,1.0,0.0,29818.0,762.09283545,185.143218861,-1.0,-1.0,-1.0
2946.0,862.0,955.0,-1.0,-1.0,1.0,4308.0,533638.25,1.0,0.0,5710.0,123.871460074,93.4567863398,-1.0,-1.0,51554.34432
2947.0,862.0,971.0,-1.0,-1.0,1.0,4969.0,563458.625,1.0,0.0,6459.0,113.39477259,87.2362014244,-1.0,-1.0,62735.6963
2948.0,863.0,866.0,-1.0,-1.0,1.0,391.0,42666.8554688,1.0,1.0,436.0,109.122392503,97.8597602495,-1.0,-1.0,5560.036573
2949.0,863.0,871.0,-1.0,-1.0,1.0,414.0,81448.359375,1.0,1.0,488.0,196.735167572,166.902375768,-1.0,-1.0,13720.0031
2950.0,863.0,872.0,-1.0,-1.0,1.0,403.0,82695.140625,1.0,0.0,504.0,205.198860112,164.07765997,-1.0,-1.0,14734.88587
2951.0,863.0,874.0,-1.0,-1.0,1.0,519.0,117186.164063,1.0,1.0,600.0,225.792223628,195.310273438,-1.0,-1.0,17994.78785
2952.0,863.0,875.0,-1.0,-1.0,1.0,64.0,50438.3554688,1.0,1.0,168.0,788.0993042,300.228306362,-1.0,-1.0,27606.92805
2953.0,863.0,883.0,-1.0,-1.0,1.0,448.0,88655.703125,1.0,0.0,554.0,197.892194475,160.028344991,-1.0,-1.0,20267.46192
2954.0,863.0,885.0,-1.0,-1.0,1.0,355.0,75570.4921875,1.0,0.0,409.0,212.87462588,184.768929554,-1.0,-1.0,22132.15323
2955.0,863.0,886.0,-1.0,-1.0,1.0,398.0,79712.625,1.0,0.0,451.0,200.282977387,176.746396896,-1.0,-1.0,21024.3314
2956.0,864.0,868.0,-1.0,-1.0,1.0,58.0,8000.0,1.0,1.0,80.0,137.931034483,100.0,-1.0,-1.0,15278.58655
2957.0,864.0,869.0,-1.0,-1.0,1.0,38.0,4438.35546875,1.0,1.0,68.0,116.798828125,65.269933364,-1.0,-1.0,11540.29277
2958.0,864.0,873.0,-1.0,-1.0,1.0,69.0,46256.78125,1.0,1.0,116.0,670.388134058,398.765355603,-1.0,-1.0,8213.998695
2959.0,865.0,874.0,-1.0,-1.0,1.0,693.0,194421.09375,1.0,1.0,1548.0,280.549918831,125.595021802,-1.0,-1.0,28123.51884
2960.0,865.0,906.0,-1.0,-1.0,-15.0,1102.0,239711.015625,1.0,0.0,2211.0,217.523607645,108.417465231,-1.0,-1.0,-1.0
2961.0,865.0,912.0,-1.0,-1.0,1.0,1178.0,234746.015625,1.0,0.0,2027.0,199.275055709,115.809578503,-1.0,-1.0,40406.66238
2962.0,866.0,868.0,-1.0,-1.0,1.0,368.0,71428.359375,1.0,1.0,408.0,194.098802649,175.069508272,-1.0,-1.0,5076.961535
2963.0,866.0,871.0,-1.0,-1.0,1.0,47.0,42000.0,1.0,1.0,60.0,893.617021277,700.0,-1.0,-1.0,28731.05173
2964.0,866.0,872.0,-1.0,-1.0,-15.0,80.0,46000.0,1.0,0.0,100.0,575.0,460.0,-1.0,-1.0,-1.0
2965.0,866.0,873.0,-1.0,-1.0,1.0,538.0,121425.25,0.0,1.0,601.0,225.697490706,202.038685524,-1.0,-1.0,4895.652409
2966.0,867.0,869.0,-1.0,-1.0,1.0,50.0,30000.0,1.0,1.0,60.0,600.0,500.0,-1.0,-1.0,15646.10815
2967.0,867.0,870.0,-1.0,-1.0,1.0,14.0,4000.0,1.0,1.0,40.0,285.714285714,100.0,-1.0,-1.0,13313.79701
2968.0,867.0,873.0,-1.0,-1.0,1.0,109.0,57996.8984375,1.0,1.0,141.0,532.081637041,411.325520833,-1.0,-1.0,2702.903595
2969.0,867.0,876.0,-1.0,-1.0,1.0,124.0,66828.4296875,1.0,1.0,148.0,538.938949093,451.543443834,-1.0,-1.0,9309.550604
2970.0,867.0,879.0,-1.0,-1.0,1.0,147.0,68828.4296875,1.0,1.0,168.0,468.220610119,409.693033854,-1.0,-1.0,9405.670339
2971.0,868.0,872.0,-1.0,-1.0,1.0,399.0,109326.78125,1.0,0.0,496.0,274.00195802,220.416897681,-1.0,-1.0,11097.60696
2972.0,868.0,873.0,-1.0,-1.0,1.0,117.0,53428.3554688,1.0,1.0,188.0,456.652610844,284.193380153,-1.0,-1.0,5480.157055
2973.0,868.0,883.0,-1.0,-1.0,1.0,464.0,120983.640625,1.0,0.0,613.0,260.740604795,197.363198409,-1.0,-1.0,14840.38808
2974.0,869.0,870.0,-1.0,-1.0,-15.0,170.0,42000.0,1.0,0.0,180.0,247.058823529,233.333333333,-1.0,-1.0,-1.0
2975.0,869.0,873.0,-1.0,-1.0,1.0,58.0,43428.3554688,1.0,1.0,88.0,748.764749462,493.504039418,-1.0,-1.0,9276.434648
2976.0,870.0,876.0,-1.0,-1.0,1.0,122.0,66828.4296875,1.0,1.0,148.0,547.774013832,451.543443834,-1.0,-1.0,8831.635068
2977.0,870.0,878.0,-1.0,-1.0,1.0,155.0,71085.2109375,1.0,1.0,204.0,458.614264113,348.45691636,-1.0,-1.0,8709.073656
2978.0,870.0,881.0,-1.0,-1.0,1.0,302.0,80224.8515625,0.0,1.0,504.0,265.645203849,159.176292783,-1.0,-1.0,9341.158042
2979.0,871.0,872.0,-1.0,-1.0,1.0,16.0,4000.0,1.0,1.0,40.0,250.0,100.0,-1.0,-1.0,27806.31547
2980.0,871.0,873.0,-1.0,-1.0,1.0,562.0,145508.359375,0.0,1.0,588.0,258.911671486,247.463196216,-1.0,-1.0,6188.833205
2981.0,871.0,875.0,-1.0,-1.0,1.0,469.0,45030.0,0.0,1.0,480.0,96.012793177,93.8125,-1.0,-1.0,7822.001315
2982.0,871.0,883.0,-1.0,-1.0,-15.0,147.0,16000.0,0.0,1.0,160.0,108.843537415,100.0,-1.0,-1.0,-1.0
2983.0,871.0,886.0,-1.0,-1.0,1.0,330.0,44848.4257813,0.0,1.0,468.0,135.904320549,95.8299696182,-1.0,-1.0,13974.99296
2984.0,872.0,883.0,-1.0,-1.0,1.0,112.0,12000.0,1.0,1.0,120.0,107.142857143,100.0,-1.0,-1.0,51651.49392
2985.0,872.0,886.0,-1.0,-1.0,-15.0,301.0,45181.7773438,1.0,0.0,401.0,150.105572571,112.672761456,-1.0,-1.0,-1.0
2986.0,873.0,879.0,-1.0,-1.0,1.0,63.0,53740.1171875,1.0,1.0,84.0,853.017733135,639.763299851,-1.0,-1.0,13304.72919
2987.0,873.0,883.0,-1.0,-1.0,1.0,581.0,156264.828125,1.0,1.0,706.0,268.958396084,221.338283463,-1.0,-1.0,10093.16113
2988.0,873.0,897.0,-1.0,-1.0,-15.0,660.0,161980.171875,1.0,0.0,920.0,245.424502841,176.065404212,-1.0,-1.0,-1.0
2989.0,874.0,875.0,-1.0,-1.0,-15.0,476.0,167990.796875,1.0,1.0,1135.0,352.921842174,148.009512665,-1.0,-1.0,-1.0
2990.0,874.0,894.0,-1.0,-1.0,-15.0,538.0,190661.65625,1.0,1.0,2799.0,354.389695632,68.117776438,-1.0,-1.0,-1.0
2991.0,874.0,898.0,-1.0,-1.0,-15.0,590.0,181009.15625,1.0,1.0,2326.0,306.795180085,77.8199296002,-1.0,-1.0,-1.0
2992.0,874.0,906.0,-1.0,-1.0,-15.0,844.0,117773.53125,1.0,1.0,1831.0,139.542098637,64.3219722829,-1.0,-1.0,-1.0
2993.0,874.0,913.0,-1.0,-1.0,-15.0,578.0,183998.59375,0.0,1.0,2316.0,318.336667388,79.4467157815,-1.0,-1.0,-1.0
2994.0,874.0,914.0,-1.0,-1.0,1.0,1067.0,110808.539063,0.0,1.0,1627.0,103.850552074,68.1060473651,-1.0,-1.0,40337.6344
2995.0,875.0,885.0,-1.0,-1.0,1.0,287.0,33227.34375,1.0,1.0,346.0,115.774716899,96.0327854046,-1.0,-1.0,9207.235543
2996.0,875.0,886.0,-1.0,-1.0,1.0,363.0,37969.4101563,0.0,1.0,407.0,104.59892605,93.290934045,-1.0,-1.0,8100.735362
2997.0,875.0,888.0,-1.0,-1.0,1.0,337.0,43570.4921875,1.0,1.0,449.0,129.289294325,97.0389581013,-1.0,-1.0,17688.46975
2998.0,875.0,894.0,-1.0,-1.0,-15.0,585.0,90101.0390625,1.0,0.0,1158.0,154.018870192,77.8074603303,-1.0,-1.0,-1.0
2999.0,875.0,913.0,-1.0,-1.0,-15.0,559.0,83654.546875,1.0,1.0,892.0,149.650352191,93.7831242993,-1.0,-1.0,-1.0
3000.0,876.0,878.0,-1.0,-1.0,1.0,117.0,12256.7832031,1.0,1.0,136.0,104.758830796,90.1234059051,-1.0,-1.0,5761.437963
3001.0,876.0,879.0,-1.0,-1.0,1.0,62.0,6256.78271484,1.0,1.0,76.0,100.915850239,82.3260883532,-1.0,-1.0,8406.835478
3002.0,876.0,881.0,-1.0,-1.0,1.0,148.0,15286.7832031,1.0,1.0,196.0,103.289075697,77.9937918526,-1.0,-1.0,11389.63223
3003.0,878.0,881.0,-1.0,-1.0,1.0,215.0,10908.2753906,1.0,1.0,357.0,50.7361646074,30.555393251,-1.0,-1.0,16070.21814
3004.0,878.0,921.0,-1.0,-1.0,-15.0,1861.0,161026.734375,1.0,0.0,2183.0,86.526993216,73.7639644411,-1.0,-1.0,-1.0
3005.0,878.0,928.0,-1.0,-1.0,-15.0,2581.0,232217.203125,1.0,0.0,3372.0,89.9717950891,68.8663117215,-1.0,-1.0,-1.0
3006.0,878.0,929.0,-1.0,-1.0,1.0,2566.0,204788.84375,1.0,0.0,3243.0,79.8085907054,63.1479629201,-1.0,-1.0,10625.02043
3007.0,879.0,881.0,-1.0,-1.0,1.0,74.0,9428.35546875,1.0,1.0,108.0,127.410209037,87.2995876736,-1.0,-1.0,16052.06123
3008.0,879.0,883.0,-1.0,-1.0,-15.0,645.0,139565.46875,0.0,1.0,1933.0,216.380571705,72.2014840921,-1.0,-1.0,-1.0
3009.0,879.0,889.0,-1.0,-1.0,-15.0,665.0,134435.46875,0.0,1.0,1753.0,202.158599624,76.6888013406,-1.0,-1.0,-1.0
3010.0,879.0,897.0,-1.0,-1.0,1.0,665.0,131402.1875,1.0,0.0,1520.0,197.597274436,86.4488075658,-1.0,-1.0,13260.96396
3011.0,880.0,884.0,-1.0,-1.0,1.0,74.0,45010.0,1.0,1.0,100.0,608.243243243,450.1,-1.0,-1.0,7002.413839
3012.0,880.0,895.0,-1.0,-1.0,-12.0,5261.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3013.0,880.0,910.0,-1.0,-1.0,-15.0,917.0,139208.90625,1.0,0.0,1217.0,151.80905807,114.386940222,-1.0,-1.0,-1.0
3014.0,880.0,924.0,-1.0,-1.0,-15.0,1802.0,154363.515625,1.0,1.0,2441.0,85.6623283158,63.237818773,-1.0,-1.0,-1.0
3015.0,880.0,933.0,-1.0,-1.0,-15.0,2280.0,537205.3125,1.0,0.0,6095.0,235.616365132,88.1386894996,-1.0,-1.0,-1.0
3016.0,881.0,889.0,-1.0,-1.0,-15.0,671.0,132207.125,0.0,1.0,1575.0,197.029992548,83.941031746,-1.0,-1.0,-1.0
3017.0,881.0,897.0,-1.0,-1.0,1.0,644.0,129173.84375,1.0,1.0,1342.0,200.580502717,96.2547270864,-1.0,-1.0,12642.72901
3018.0,881.0,911.0,-1.0,-1.0,1.0,806.0,113173.84375,1.0,1.0,1182.0,140.414198201,95.7477527496,-1.0,-1.0,20301.20393
3019.0,881.0,918.0,-1.0,-1.0,1.0,1610.0,153056.671875,0.0,1.0,1863.0,95.066255823,82.1560235507,-1.0,-1.0,26155.33533
3020.0,881.0,921.0,-1.0,-1.0,-15.0,1685.0,160190.171875,1.0,1.0,1996.0,95.0683512611,80.2555971318,-1.0,-1.0,-1.0
3021.0,881.0,929.0,-1.0,-1.0,1.0,2579.0,203968.859375,0.0,1.0,3074.0,79.0883518321,66.3529145657,-1.0,-1.0,9991.938867
3022.0,882.0,907.0,-1.0,-1.0,1.0,2158.0,925410.625,1.0,0.0,3830.0,428.827907785,241.621573107,-1.0,-1.0,1100.643966
3023.0,882.0,948.0,-1.0,-1.0,1.0,3685.0,602988.5,1.0,1.0,4533.0,163.633242877,133.021950143,-1.0,-1.0,2042.627416
3024.0,882.0,950.0,-1.0,-1.0,1.0,3767.0,617303.375,1.0,0.0,4648.0,163.871349881,132.81053679,-1.0,-1.0,2092.670719
3025.0,883.0,886.0,-1.0,-1.0,1.0,131.0,31495.28125,1.0,1.0,164.0,240.421994275,192.044397866,-1.0,-1.0,5592.359077
3026.0,883.0,889.0,-1.0,-1.0,1.0,27.0,4000.0,1.0,1.0,40.0,148.148148148,100.0,-1.0,-1.0,99193.57028
3027.0,883.0,897.0,-1.0,-1.0,-15.0,197.0,7986.71142578,1.0,0.0,236.0,40.5416823644,33.8419975669,-1.0,-1.0,-1.0
3028.0,884.0,887.0,-1.0,-1.0,1.0,81.0,28095.2089844,1.0,1.0,144.0,346.854431906,195.105617947,-1.0,-1.0,12074.80548
3029.0,884.0,892.0,-1.0,-1.0,-15.0,156.0,41675.34375,1.0,1.0,374.0,267.149639423,111.431400401,-1.0,-1.0,-1.0
3030.0,884.0,909.0,-1.0,-1.0,-15.0,757.0,111052.335938,0.0,1.0,980.0,146.700575876,113.318710141,-1.0,-1.0,-1.0
3031.0,884.0,910.0,-1.0,-1.0,-15.0,743.0,93035.765625,1.0,1.0,944.0,125.216373654,98.5548364672,-1.0,-1.0,-1.0
3032.0,884.0,924.0,-1.0,-1.0,-15.0,1696.0,108190.382813,0.0,1.0,2168.0,63.7914993001,49.9033131056,-1.0,-1.0,-1.0
3033.0,885.0,886.0,-1.0,-1.0,1.0,69.0,9010.0,1.0,1.0,100.0,130.579710145,90.1,-1.0,-1.0,3847.867756
3034.0,885.0,888.0,-1.0,-1.0,1.0,137.0,15570.4912109,1.0,1.0,169.0,113.653220518,92.1330840882,-1.0,-1.0,30921.41748
3035.0,886.0,888.0,-1.0,-1.0,1.0,198.0,23341.9921875,1.0,1.0,261.0,117.888849432,89.4329202586,-1.0,-1.0,20637.83103
3036.0,886.0,889.0,-1.0,-1.0,1.0,105.0,28095.2089844,1.0,1.0,144.0,267.573418899,195.105617947,-1.0,-1.0,19208.96583
3037.0,887.0,892.0,-1.0,-1.0,1.0,3.0,13580.1337891,1.0,1.0,229.0,4526.71126303,59.3018942755,-1.0,-1.0,12639.86017
3038.0,888.0,889.0,-1.0,-1.0,1.0,306.0,40312.5546875,1.0,1.0,431.0,131.740374796,93.5326094838,-1.0,-1.0,3743.012028
3039.0,888.0,903.0,-1.0,-1.0,1.0,354.0,37685.1367188,1.0,1.0,404.0,106.455188471,93.2800413832,-1.0,-1.0,31134.85466
3040.0,888.0,913.0,-1.0,-1.0,1.0,340.0,39484.1289063,1.0,1.0,422.0,116.129790901,93.5642865078,-1.0,-1.0,37232.71151
3041.0,889.0,897.0,-1.0,-1.0,1.0,31.0,2856.71142578,1.0,1.0,56.0,92.1519814768,51.0127040318,-1.0,-1.0,98652.99342
3042.0,889.0,903.0,-1.0,-1.0,1.0,512.0,51511.6171875,1.0,1.0,529.0,100.608627319,97.3754578214,-1.0,-1.0,22309.35028
3043.0,889.0,905.0,-1.0,-1.0,-15.0,382.0,26946.9179688,0.0,1.0,486.0,70.5416700754,55.4463332691,-1.0,-1.0,-1.0
3044.0,890.0,891.0,-1.0,-1.0,-15.0,447.0,36795.1367188,1.0,0.0,504.0,82.3157421002,73.0062236484,-1.0,-1.0,-1.0
3045.0,890.0,893.0,-1.0,-1.0,1.0,81.0,11428.3554688,1.0,1.0,128.0,141.090808257,89.2840271,-1.0,-1.0,4.986006054
3046.0,890.0,895.0,-1.0,-1.0,1.0,2.0,6256.78271484,1.0,1.0,76.0,3128.39135742,82.3260883532,-1.0,-1.0,4.144356363
3047.0,890.0,904.0,-1.0,-1.0,-15.0,583.0,49155.9765625,0.0,1.0,704.0,84.3155687178,69.8238303445,-1.0,-1.0,-1.0
3048.0,891.0,893.0,-1.0,-1.0,1.0,227.0,23838.4277344,1.0,1.0,248.0,105.015100152,96.1226924774,-1.0,-1.0,3.108929707
3049.0,891.0,896.0,-1.0,-1.0,1.0,165.0,19313.7089844,1.0,1.0,193.0,117.052781724,100.071031007,-1.0,-1.0,3.002964122
3050.0,891.0,904.0,-1.0,-1.0,1.0,295.0,39455.84375,1.0,1.0,394.0,133.748622881,100.141735406,-1.0,-1.0,2.675011031
3051.0,891.0,908.0,-1.0,-1.0,-12.0,5377.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3052.0,892.0,909.0,-1.0,-1.0,1.0,364.0,63720.1328125,1.0,1.0,549.0,175.055309924,116.065815688,-1.0,-1.0,5859.100278
3053.0,892.0,910.0,-1.0,-1.0,1.0,372.0,45703.5664063,1.0,1.0,513.0,122.859049479,89.0907727218,-1.0,-1.0,8225.203169
3054.0,893.0,895.0,-1.0,-1.0,1.0,176.0,18876.7109375,1.0,1.0,236.0,107.254039418,79.9860632945,-1.0,-1.0,3.356251401
3055.0,893.0,896.0,-1.0,-1.0,1.0,21.0,4256.78271484,1.0,1.0,56.0,202.703938802,76.0139770507,-1.0,-1.0,7.294851162
3056.0,893.0,904.0,-1.0,-1.0,-15.0,371.0,36190.984375,0.0,1.0,439.0,97.5498231132,82.4395999431,-1.0,-1.0,-1.0
3057.0,894.0,898.0,-1.0,-1.0,1.0,70.0,9656.85449219,1.0,1.0,96.0,137.955064174,100.592234294,-1.0,-1.0,4707.447468
3058.0,894.0,913.0,-1.0,-1.0,1.0,50.0,6256.78271484,1.0,1.0,76.0,125.135654297,82.3260883532,-1.0,-1.0,5250.232405
3059.0,895.0,896.0,-1.0,-1.0,-15.0,268.0,23221.7792969,1.0,1.0,381.0,86.6484302123,60.9495519604,-1.0,-1.0,-1.0
3060.0,895.0,904.0,-1.0,-1.0,-15.0,611.0,55175.9765625,1.0,1.0,784.0,90.304380626,70.3775211256,-1.0,-1.0,-1.0
3061.0,895.0,933.0,-1.0,-1.0,-12.0,5209.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3062.0,895.0,980.0,-1.0,-1.0,-12.0,5554.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3063.0,896.0,904.0,-1.0,-1.0,1.0,270.0,31712.6269531,1.0,1.0,331.0,117.4541739,95.8085406438,-1.0,-1.0,3.433331428
3064.0,897.0,901.0,-1.0,-1.0,1.0,101.0,11010.0,1.0,1.0,120.0,109.00990099,91.75,-1.0,-1.0,49984.52657
3065.0,897.0,903.0,-1.0,-1.0,-15.0,502.0,54428.328125,1.0,0.0,645.0,108.422964392,84.385004845,-1.0,-1.0,-1.0
3066.0,897.0,905.0,-1.0,-1.0,1.0,217.0,23913.6367188,1.0,1.0,253.0,110.20109087,94.5203032364,-1.0,-1.0,31969.15918
3067.0,897.0,911.0,-1.0,-1.0,1.0,155.0,18256.7832031,1.0,1.0,196.0,117.785698085,93.146853077,-1.0,-1.0,38875.15396
3068.0,898.0,900.0,-1.0,-1.0,1.0,99.0,11341.9931641,1.0,1.0,141.0,114.565587516,80.4396678305,-1.0,-1.0,1190.310266
3069.0,898.0,906.0,-1.0,-1.0,-15.0,425.0,71760.9140625,1.0,1.0,619.0,168.849209559,115.930394285,-1.0,-1.0,-1.0
3070.0,898.0,912.0,-1.0,-1.0,1.0,420.0,67227.34375,1.0,1.0,526.0,160.065104167,127.808638308,-1.0,-1.0,10116.897
3071.0,898.0,913.0,-1.0,-1.0,1.0,85.0,9685.13867188,1.0,1.0,124.0,113.942807904,78.1059570313,-1.0,-1.0,7163.47666
3072.0,900.0,912.0,-1.0,-1.0,1.0,488.0,69227.34375,1.0,1.0,546.0,141.859310963,126.790006868,-1.0,-1.0,9760.573643
3073.0,900.0,913.0,-1.0,-1.0,1.0,50.0,7010.0,1.0,1.0,80.0,140.2,87.625,-1.0,-1.0,10232.49606
3074.0,901.0,905.0,-1.0,-1.0,1.0,84.0,10485.28125,1.0,1.0,104.0,124.824776786,100.820012019,-1.0,-1.0,21471.423
3075.0,901.0,911.0,-1.0,-1.0,1.0,26.0,5656.85449219,1.0,1.0,56.0,217.571326623,101.015258789,-1.0,-1.0,29710.77328
3076.0,903.0,905.0,-1.0,-1.0,1.0,379.0,41656.8554688,1.0,1.0,416.0,109.912547411,100.1366718,-1.0,-1.0,4063.171078
3077.0,903.0,913.0,-1.0,-1.0,1.0,35.0,5428.35546875,1.0,1.0,68.0,155.095870536,79.8287568934,-1.0,-1.0,56923.94225
3078.0,904.0,908.0,-1.0,-1.0,-12.0,5357.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3079.0,904.0,951.0,-1.0,-1.0,-12.0,6563.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3080.0,904.0,975.0,-1.0,-1.0,-12.0,6750.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3081.0,904.0,980.0,-1.0,-1.0,-12.0,5638.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3082.0,904.0,1021.0,-1.0,-1.0,-12.0,7112.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3083.0,905.0,911.0,-1.0,-1.0,1.0,98.0,10256.7832031,1.0,1.0,116.0,104.661053093,88.4205448543,-1.0,-1.0,6576.58185
3084.0,905.0,913.0,-1.0,-1.0,1.0,351.0,35200.4179688,1.0,1.0,409.0,100.286091079,86.0645916108,-1.0,-1.0,12857.86949
3085.0,905.0,920.0,-1.0,-1.0,1.0,590.0,37668.9179688,0.0,1.0,657.0,63.8456236759,57.3347305461,-1.0,-1.0,44534.83814
3086.0,906.0,912.0,-1.0,-1.0,1.0,30.0,4256.78271484,1.0,1.0,56.0,141.892757161,76.0139770507,-1.0,-1.0,1467.999997
3087.0,906.0,914.0,-1.0,-1.0,-15.0,160.0,7366.78271484,0.0,1.0,196.0,46.0423919678,37.5856260961,-1.0,-1.0,-1.0
3088.0,907.0,908.0,-1.0,-1.0,1.0,17.0,4828.42724609,1.0,1.0,48.0,284.025132123,100.592234294,-1.0,-1.0,1468.00047
3089.0,907.0,948.0,-1.0,-1.0,1.0,2861.0,734315.4375,1.0,1.0,4753.0,256.663906851,154.495147801,-1.0,-1.0,1667.179641
3090.0,907.0,951.0,-1.0,-1.0,1.0,2916.0,766084.625,1.0,0.0,5140.0,262.71763546,149.043701362,-1.0,-1.0,1654.900818
3091.0,908.0,951.0,-1.0,-1.0,-15.0,2911.0,778618.1875,1.0,0.0,5313.0,267.474471831,146.549630623,-1.0,-1.0,-1.0
3092.0,909.0,910.0,-1.0,-1.0,1.0,44.0,18060.0,1.0,1.0,80.0,410.454545455,225.75,-1.0,-1.0,7128.319788
3093.0,909.0,924.0,-1.0,-1.0,-15.0,1024.0,33194.6210938,1.0,1.0,1284.0,32.4166221619,25.85250864,-1.0,-1.0,-1.0
3094.0,909.0,925.0,-1.0,-1.0,1.0,1328.0,40788.7734375,1.0,1.0,2848.0,30.7144378294,14.3219007856,-1.0,-1.0,24079.04802
3095.0,910.0,924.0,-1.0,-1.0,1.0,976.0,15106.3369141,1.0,1.0,1175.0,15.4778042153,12.8564569482,-1.0,-1.0,10263.79926
